STATEFP,COUNTYFP,TRACTCE,AFFGEOID,GEOID,NAME,LSAD,ALAND,AWATER,geometry
06,019,006405,1400000US06019006405,06019006405,64.05,CT,353743589,11890112,"POLYGON ((-119.705016 37.000662999999996, -119.700744 37.003327999999996, -119.69971 37.004903999999996, -119.69930000000001 37.007276, -119.698075 37.008748, -119.693867 37.010954999999996, -119.69077899999999 37.011987, -119.687644 37.011427, -119.684794 37.010383, -119.682562 37.010025, -119.68071499999999 37.010363999999996, -119.677362 37.009108, -119.675519 37.009150999999996, -119.670918 37.00926, -119.662195 37.011759, -119.65861100000001 37.013329999999996, -119.657359 37.016400000000004, -119.657114 37.018903, -119.657562 37.024858, -119.659301 37.035668, -119.659377 37.038938, -119.653999 37.041177, -119.65160399999999 37.042961, -119.64748900000001 37.043775, -119.639349 37.043287, -119.62903299999999 37.034619, -119.630356 37.031842, -119.632057 37.029585999999995, -119.634599 37.027370999999995, -119.635953 37.025345, -119.63618 37.023696, -119.63537099999999 37.021544999999996, -119.634064 37.020891, -119.632172 37.020983, -119.625974 37.025180999999996, -119.62243699999999 37.026074, -119.620416 37.027341, -119.61921699999999 37.028954999999996, -119.618741 37.031887, -119.616938 37.03335, -119.615854 37.035357, -119.614926 37.038779999999996, -119.610738 37.044652, -119.610361 37.045668, -119.613373 37.050778, -119.613194 37.053502, -119.61063899999999 37.057767999999996, -119.61032 37.059644, -119.610624 37.062025, -119.60967 37.064692, -119.606838 37.068039, -119.606077 37.070375, -119.604908 37.071016, -119.600053 37.071633999999996, -119.596961 37.071266, -119.594547 37.070187, -119.58943099999999 37.066635999999995, -119.585985 37.065777, -119.583516 37.065688, -119.580749 37.066103, -119.568416 37.063569, -119.566912 37.064012999999996, -119.562979 37.064095, -119.561432 37.065484999999995, -119.562003 37.068740999999996, -119.560628 37.070036, -119.561139 37.071982999999996, -119.563001 37.07334, -119.563287 37.074368, -119.56246999999999 37.076755, -119.561478 37.078055, -119.560598 37.081610999999995, -119.559538 37.08435, -119.55900199999999 37.088058, -119.55534399999999 37.091235999999995, -119.553242 37.092577999999996, -119.549413 37.09402, -119.54717600000001 37.094851, -119.542292 37.095417, -119.539418 37.098976, -119.537677 37.104019, -119.53807499999999 37.106789, -119.53976 37.109046, -119.543171 37.111388, -119.546176 37.114948999999996, -119.548754 37.116755999999995, -119.552133 37.11682, -119.554365 37.115716, -119.55619300000001 37.115477, -119.559857 37.115876, -119.567234 37.115946, -119.568566 37.116689, -119.568973 37.118342, -119.566718 37.12117, -119.563935 37.126582, -119.563401 37.128284, -119.563596 37.131568, -119.56327 37.133644, -119.563784 37.13832, -119.56159199999999 37.14219, -119.559412 37.143619, -119.556439 37.14384, -119.55251799999999 37.145249, -119.547893 37.143611, -119.543698 37.139956999999995, -119.541481 37.137507, -119.540928 37.135625999999995, -119.538786 37.134391, -119.536352 37.134083, -119.533125 37.13297, -119.527619 37.128692, -119.525484 37.128203, -119.523541 37.129301999999996, -119.52256299999999 37.132397, -119.522264 37.135448, -119.519924 37.138563999999995, -119.518376 37.142838, -119.517702 37.146376, -119.51702 37.14712, -119.513429 37.147797, -119.509329 37.150501, -119.506733 37.150554, -119.504354 37.149063999999996, -119.503758 37.147729, -119.499281 37.144515, -119.496262 37.143972, -119.49312 37.14167, -119.49010000000001 37.13858, -119.488923 37.13639, -119.489121 37.134595, -119.491218 37.132008, -119.491737 37.130599, -119.491756 37.12771, -119.493101 37.124949, -119.49287799999999 37.123349, -119.491315 37.119712, -119.489639 37.118615, -119.486384 37.114855, -119.484089 37.11082, -119.481243 37.109485, -119.479141 37.110247, -119.474807 37.109963, -119.471217 37.110519, -119.469825 37.111697, -119.468749 37.115514, -119.466252 37.119596, -119.46652 37.121389, -119.468812 37.124491, -119.469143 37.125887, -119.468647 37.128383, -119.46699 37.131192, -119.46594999999999 37.134419, -119.463937 37.138407, -119.462634 37.144211, -119.46193099999999 37.145039, -119.458941 37.145239, -119.45456300000001 37.144047, -119.451412 37.144771, -119.44272 37.144051, -119.436563 37.146173, -119.434875 37.146954, -119.433939 37.148291, -119.433101 37.152015999999996, -119.432876 37.15475, -119.43306 37.161516, -119.432125 37.162571, -119.428336 37.163816, -119.425805 37.164297, -119.421125 37.163911999999996, -119.418183 37.164062, -119.411737 37.161997, -119.408655 37.161218, -119.406812 37.160031, -119.403601 37.156501, -119.403269 37.154306, -119.399787 37.149834999999996, -119.400209 37.148458, -119.401735 37.145627999999995, -119.40141299999999 37.143788, -119.402683 37.141372, -119.40513899999999 37.138031999999995, -119.405675 37.136094, -119.407871 37.133085, -119.408411 37.133942, -119.412444 37.134633, -119.414509 37.136022, -119.415984 37.136081, -119.418428 37.135522, -119.419869 37.134353, -119.427465 37.130634, -119.430012 37.129022, -119.434843 37.128448999999996, -119.435801 37.127672, -119.439131 37.127125, -119.439986 37.12757, -119.443046 37.126505, -119.446256 37.126763, -119.447277 37.125873999999996, -119.449075 37.122758999999995, -119.44923 37.121245, -119.448538 37.117047, -119.447386 37.116951, -119.445876 37.114615, -119.449068 37.112846, -119.448454 37.110997, -119.450059 37.110757, -119.45147399999999 37.107351, -119.451315 37.106409, -119.4552 37.102226, -119.455673 37.100348, -119.455294 37.098455, -119.459194 37.097797, -119.46122 37.094645, -119.463391 37.092456999999996, -119.463433 37.089484, -119.466594 37.089518, -119.46725 37.08952, -119.471644 37.089563, -119.471639 37.085904, -119.46938399999999 37.085882999999995, -119.46835899999999 37.082563, -119.46658 37.079175, -119.463933 37.0775, -119.462928 37.076293, -119.46094099999999 37.07523, -119.45822799999999 37.074835, -119.458218 37.077583, -119.457037 37.078899, -119.453088 37.074676, -119.45316700000001 37.079896999999995, -119.452793 37.084821, -119.45140599999999 37.085603, -119.450457 37.084938, -119.449732 37.079377, -119.44828 37.076671999999995, -119.44563600000001 37.075362999999996, -119.446002 37.071797, -119.444623 37.070572, -119.442719 37.070588, -119.441719 37.068276999999995, -119.44001 37.067633, -119.43972 37.065165, -119.438835 37.063356999999996, -119.43712099999999 37.061847, -119.437236 37.05997, -119.435751 37.05965, -119.433895 37.057316, -119.432382 37.053447999999996, -119.430298 37.053494, -119.428241 37.051229, -119.423645 37.049214, -119.42130399999999 37.050244, -119.419049 37.0499, -119.41408200000001 37.04681, -119.410942 37.046763999999996, -119.406517 37.044497, -119.403433 37.043459999999996, -119.40371999999999 37.04182, -119.405136 37.041075, -119.406853 37.039257, -119.408798 37.039332, -119.411542 37.040634, -119.413937 37.040061, -119.416883 37.040381, -119.418183 37.039698, -119.420413 37.039584999999995, -119.421188 37.039843, -119.425213 37.043096, -119.427649 37.044467, -119.429453 37.046541, -119.437038 37.05139, -119.440659 37.052735, -119.44189 37.054128, -119.445899 37.056245, -119.448511 37.060051, -119.453954 37.064485, -119.45598799999999 37.065000000000005, -119.458062 37.064133, -119.45871700000001 37.062889, -119.459066 37.059278, -119.46198799999999 37.053971, -119.464542 37.050227, -119.472572 37.044443, -119.473401 37.045998999999995, -119.476511 37.046177, -119.480597 37.045493, -119.48471 37.045595999999996, -119.487207 37.044208999999995, -119.490768 37.04388, -119.494745 37.042767, -119.498885 37.042705999999995, -119.50068999999999 37.041812, -119.501795 37.039975, -119.504215 37.037748, -119.508783 37.035719, -119.51058 37.035716, -119.512248 37.036981, -119.514066 37.037397999999996, -119.517049 37.036083999999995, -119.51792499999999 37.034797, -119.520324 37.029802, -119.52253 37.028275, -119.525847 37.024412999999996, -119.526545 37.023067999999995, -119.52665999999999 37.020542, -119.526058 37.018657, -119.52625499999999 37.017219, -119.525336 37.015746, -119.525748 37.014717999999995, -119.528296 37.013562, -119.529552 37.011489, -119.528206 37.00694, -119.527851 37.003710999999996, -119.527395 37.002272999999995, -119.525773 37.000653, -119.526094 36.99864, -119.529526 36.994361999999995, -119.52973399999999 36.991828, -119.528196 36.988625, -119.527726 36.984769, -119.52834 36.983252, -119.528427 36.976665, -119.526933 36.97423, -119.528111 36.972637999999996, -119.528711 36.9699, -119.528333 36.968679, -119.52341 36.967231, -119.521259 36.965917, -119.519559 36.965675999999995, -119.51738 36.964071, -119.514407 36.963561999999996, -119.512403 36.961467, -119.509038 36.959573999999996, -119.50634600000001 36.958894, -119.505357 36.957977, -119.505065 36.954364999999996, -119.50608199999999 36.953227, -119.506813 36.952352, -119.506752 36.948291, -119.506495 36.945961, -119.50572 36.943906999999996, -119.504407 36.943459, -119.50419600000001 36.941950999999996, -119.50512499999999 36.940456, -119.504921 36.939492, -119.503354 36.93844, -119.50308799999999 36.937329999999996, -119.504654 36.934129999999996, -119.504865 36.931062, -119.50942 36.928579, -119.511174 36.928436, -119.51331 36.927129, -119.520238 36.917497, -119.52056400000001 36.91166, -119.519561 36.909476999999995, -119.517977 36.907979, -119.518194 36.905825, -119.51997399999999 36.902665, -119.521529 36.898849999999996, -119.52677 36.895516, -119.533146 36.889955, -119.536683 36.888396, -119.547038 36.88196, -119.549198 36.88035, -119.56551400000001 36.867222999999996, -119.56644 36.866772999999995, -119.592056 36.866817999999995, -119.59538599999999 36.869215, -119.596949 36.873689999999996, -119.596001 36.875085999999996, -119.596318 36.877401, -119.600246 36.878834999999995, -119.602143 36.878502999999995, -119.604754 36.880519, -119.607936 36.880213999999995, -119.609692 36.882497, -119.612151 36.883873, -119.613743 36.887412999999995, -119.611204 36.889085, -119.610844 36.891221, -119.612946 36.893108, -119.614959 36.895624, -119.618032 36.896975, -119.621249 36.896308999999995, -119.625613 36.896414, -119.628435 36.898255999999996, -119.62955099999999 36.898301, -119.630286 36.896843, -119.631933 36.896282, -119.633241 36.894931, -119.635607 36.8945, -119.637249 36.895081, -119.639641 36.896851, -119.641678 36.896915, -119.642962 36.898613, -119.647127 36.897892999999996, -119.64851999999999 36.898064, -119.650101 36.89913, -119.653114 36.90304, -119.65646699999999 36.905606999999996, -119.65849399999999 36.905363, -119.663752 36.907905, -119.66461100000001 36.908617, -119.66574800000001 36.911465, -119.670027 36.915093999999996, -119.67248000000001 36.914922, -119.674194 36.915911, -119.674414 36.919686, -119.67634 36.925917999999996, -119.675554 36.928837, -119.673716 36.930169, -119.67320000000001 36.933543, -119.674552 36.935001, -119.67586 36.937295, -119.676033 36.939938999999995, -119.67832 36.942997, -119.679322 36.944331, -119.679833 36.945009999999996, -119.680065 36.945917, -119.680461 36.946255, -119.68141800000001 36.946341, -119.684154 36.945862999999996, -119.688872 36.94502, -119.690978 36.944219, -119.694929 36.943849, -119.697232 36.944437, -119.696631 36.947247, -119.693495 36.950168, -119.693325 36.951983, -119.69139200000001 36.95339, -119.690248 36.955262999999995, -119.690732 36.957284, -119.688903 36.960612, -119.689164 36.962116, -119.69213500000001 36.965033999999996, -119.692491 36.968934, -119.69309799999999 36.96958, -119.696263 36.970909, -119.698266 36.972601, -119.700437 36.975499, -119.70083 36.977468, -119.701441 36.978781999999995, -119.701897 36.981724, -119.701719 36.984483999999995, -119.70331 36.987846, -119.702624 36.989307, -119.702898 36.991687999999996, -119.705331 36.993793, -119.704471 36.995613999999996, -119.704443 36.997228, -119.703064 36.998092, -119.70482 37.000225, -119.705356 36.999794, -119.705016 37.000662999999996))"
06,067,005204,1400000US06067005204,06067005204,52.04,CT,3714778,0,"POLYGON ((-121.40331499999999 38.55358, -121.402412 38.554556, -121.396468 38.555903, -121.39363399999999 38.555656, -121.39389800000001 38.557248, -121.39086 38.557614, -121.379471 38.558852, -121.375124 38.553093, -121.372683 38.550436, -121.37230199999999 38.547093, -121.372281 38.542895, -121.370952 38.538759, -121.386309 38.543096999999996, -121.390885 38.544396, -121.398728 38.546637, -121.398988 38.54707, -121.39821 38.549008, -121.39941400000001 38.550863, -121.40001699999999 38.550726, -121.403344 38.550712, -121.40331499999999 38.55358))"
06,037,462800,1400000US06037462800,06037462800,4628,CT,1126292,1079,"POLYGON ((-118.108139 34.157990999999996, -118.107629 34.158161, -118.103098 34.158263, -118.098473 34.158293, -118.098537 34.155269, -118.09853 34.152727999999996, -118.098656 34.146103, -118.10487499999999 34.146069, -118.107597 34.146053, -118.107669 34.151923, -118.106262 34.152678, -118.10767799999999 34.153062, -118.108139 34.157990999999996))"
06,037,186301,1400000US06037186301,06037186301,1863.01,CT,1160366,0,"POLYGON ((-118.253265 34.124449, -118.23878500000001 34.126233, -118.236749 34.124592, -118.231711 34.125007, -118.231322 34.123087, -118.22970000000001 34.121252, -118.230888 34.120087, -118.23487 34.117838, -118.23624 34.118777, -118.240745 34.119973, -118.242167 34.118995999999996, -118.243102 34.119935999999996, -118.244115 34.120954, -118.246804 34.118899, -118.252065 34.123498999999995, -118.253265 34.124449))"
06,037,214502,1400000US06037214502,06037214502,2145.02,CT,258189,0,"POLYGON ((-118.355208 34.070654999999995, -118.353194 34.070346, -118.348621 34.069438999999996, -118.347226 34.069176999999996, -118.347222 34.066877999999996, -118.347218 34.064898, -118.349331 34.064892, -118.350556 34.066189, -118.351917 34.06713, -118.352483 34.067247, -118.352485 34.067707, -118.353706 34.068716, -118.355204 34.069649999999996, -118.355482 34.069725999999996, -118.355208 34.070654999999995))"
06,037,311000,1400000US06037311000,06037311000,3110,CT,1321818,684,"POLYGON ((-118.349189 34.181084, -118.349116 34.184723, -118.34899 34.190231, -118.34916 34.192029999999995, -118.33825999999999 34.189865, -118.338267 34.188215, -118.338347 34.184584, -118.338414 34.180946, -118.338274 34.179235999999996, -118.338047 34.178764, -118.339679 34.178233999999996, -118.341796 34.179054, -118.349231 34.179183, -118.349189 34.181084))"
06,047,000801,1400000US06047000801,06047000801,8.01,CT,3423867,0,"POLYGON ((-120.595803 37.360467, -120.59126499999999 37.360476999999996, -120.585736 37.360482999999995, -120.581885 37.360507, -120.579012 37.360507999999996, -120.576649 37.360513999999995, -120.573455 37.360473, -120.573027 37.360502, -120.572819 37.360516, -120.555416 37.349678, -120.558718 37.349015, -120.564016 37.348713, -120.566805 37.349579999999996, -120.576734 37.349525, -120.588227 37.349796999999995, -120.590323 37.349801, -120.5959 37.34984, -120.595803 37.360467))"
06,037,481605,1400000US06037481605,06037481605,4816.05,CT,764937,0,"POLYGON ((-118.13443699999999 34.073924999999996, -118.125492 34.07404, -118.116863 34.074151, -118.117309 34.071872, -118.116764 34.06979, -118.11683099999999 34.06979, -118.122915 34.069775, -118.127614 34.069767999999996, -118.134366 34.069745, -118.134421 34.071661, -118.13443699999999 34.073924999999996))"
06,019,003701,1400000US06019003701,06019003701,37.01,CT,1121537,0,"POLYGON ((-119.83408299999999 36.77194, -119.826623 36.771989999999995, -119.817618 36.772076999999996, -119.817631 36.770208, -119.817649 36.76665, -119.817642 36.766231, -119.81764 36.764793, -119.819914 36.764756, -119.829196 36.764689, -119.837073 36.771895, -119.83408299999999 36.77194))"
06,097,152000,1400000US06097152000,06097152000,1520,CT,1271623,0,"POLYGON ((-122.722543 38.445774, -122.717699 38.445642, -122.708074 38.445386, -122.706646 38.44273, -122.702814 38.442842999999996, -122.701693 38.44285, -122.700839 38.440906999999996, -122.70281800000001 38.440357999999996, -122.70845 38.438790999999995, -122.712128 38.436659, -122.713967 38.437234, -122.717343 38.435739999999996, -122.717901 38.43683, -122.721733 38.442383, -122.724162 38.445904999999996, -122.722543 38.445774))"
