STATEFP,COUNTYFP,TRACTCE,AFFGEOID,GEOID,NAME,LSAD,ALAND,AWATER,geometry
06,107,002204,1400000US06107002204,06107002204,22.04,CT,2304582,0,"POLYGON ((-119.366701 36.218213999999996, -119.366677 36.225649, -119.35359199999999 36.22567, -119.35192599999999 36.225584999999995, -119.34875 36.212964, -119.350318 36.212745, -119.355739 36.211946, -119.357615 36.211666, -119.358826 36.211146, -119.35949099999999 36.210968, -119.366779 36.210831, -119.366701 36.218213999999996))"
06,019,004404,1400000US06019004404,06019004404,44.04,CT,2726638,0,"POLYGON ((-119.80181999999999 36.851844, -119.796514 36.851855, -119.790952 36.851861, -119.787255 36.851738999999995, -119.786652 36.852289, -119.783905 36.854365, -119.78377499999999 36.851918999999995, -119.78377 36.844648, -119.783732 36.843388999999995, -119.781556 36.839842, -119.781209 36.837446, -119.787363 36.837435, -119.790226 36.837252, -119.790355 36.837249, -119.797334 36.837402999999995, -119.799237 36.837399, -119.799475 36.837116, -119.801883 36.837050999999995, -119.80181999999999 36.851844))"
06,065,045501,1400000US06065045501,06065045501,455.01,CT,2284494,0,"POLYGON ((-116.233866 33.707443, -116.23382 33.714431, -116.233844 33.714875, -116.231335 33.714737, -116.220818 33.714839, -116.22089 33.707577, -116.216427 33.707729, -116.216453 33.70035, -116.233876 33.700098, -116.233866 33.707443))"
06,037,199900,1400000US06037199900,06037199900,1999,CT,443012,0,"POLYGON ((-118.215269 34.063480999999996, -118.215453 34.065982, -118.215487 34.067527999999996, -118.211592 34.067582, -118.205083 34.067661, -118.205059 34.066542999999996, -118.206101 34.066047, -118.207547 34.065182, -118.20828 34.064766, -118.211151 34.06277, -118.214088 34.060866, -118.21484699999999 34.060248, -118.215856 34.063356, -118.215269 34.063480999999996))"
06,113,011500,1400000US06113011500,06113011500,115,CT,833238211,2152367,"POLYGON ((-122.421488 38.90233, -122.421904 38.90377, -122.41904 38.905946, -122.415824 38.907354, -122.416512 38.909562, -122.412384 38.912537, -122.41104 38.914584999999995, -122.40985599999999 38.918552999999996, -122.407328 38.921433, -122.404688 38.923097, -122.403941 38.925289, -122.35472899999999 38.925225, -122.343903 38.924745, -122.341775 38.924537, -122.340172 38.924246, -122.33796699999999 38.923944999999996, -122.33500699999999 38.923936999999995, -122.324818 38.92384, -122.323393 38.924057999999995, -122.26147399999999 38.924059, -122.247341 38.923897, -122.229373 38.924761, -122.098015 38.92561, -122.061124 38.925861, -122.061379 38.911958, -122.02565 38.911437, -122.024569 38.911847, -122.024529 38.906794999999995, -122.024818 38.904376, -122.02436900000001 38.903752999999995, -122.02463 38.897011, -122.024618 38.886097, -122.026024 38.884617999999996, -122.025795 38.882613, -122.025509 38.88104, -122.02615 38.876968999999995, -122.026722 38.870191, -122.026558 38.865663999999995, -122.026848 38.863682, -122.027314 38.863423, -122.043323 38.861298999999995, -122.043525 38.859634, -122.045591 38.857237999999995, -122.045569 38.854531, -122.043547 38.852064, -122.043911 38.839382, -122.043195 38.82445, -122.043859 38.781034999999996, -121.980918 38.780570999999995, -121.978137 38.778721999999995, -121.975492 38.778057, -121.973579 38.779026, -121.972515 38.778918999999995, -121.970017 38.777918, -121.965323 38.778397999999996, -121.957331 38.776233, -121.953807 38.776368999999995, -121.94592 38.777235, -121.946624 38.775009, -121.948826 38.765661, -121.958271 38.724275999999996, -121.958912 38.719919999999995, -121.958648 38.716549, -121.954421 38.695772, -121.950313 38.694525999999996, -121.944594 38.695997999999996, -121.940851 38.69591, -121.938012 38.695108, -121.935537 38.695383, -121.93279 38.694707, -121.927197 38.692043, -121.924253 38.692081, -121.919656 38.690317, -121.91644600000001 38.690261, -121.9114 38.688766, -121.922265 38.675354999999996, -121.904397 38.672720999999996, -121.895045 38.671490999999996, -121.895201 38.656366, -121.895404 38.619946, -121.934141 38.620219999999996, -121.953493 38.620393, -121.997247 38.620564, -121.99474000000001 38.62441, -121.99611999999999 38.626678, -121.997987 38.632208, -121.998129 38.634443999999995, -122.000073 38.635014999999996, -122.003619 38.636936, -122.00433100000001 38.639407, -122.00155699999999 38.64187, -121.999172 38.642727, -121.99874 38.644535, -122.001081 38.645457, -122.003249 38.647494, -122.003877 38.649589, -122.017569 38.649516, -122.034258 38.649463, -122.034249 38.650503, -122.039982 38.65072, -122.04830799999999 38.650725, -122.053891 38.649511, -122.056442 38.649248, -122.06129 38.64944, -122.066587 38.648785, -122.06437199999999 38.647838, -122.066307 38.646884, -122.066771 38.645604, -122.066761 38.6419, -122.067888 38.642238, -122.071211 38.639651, -122.07115999999999 38.637664, -122.071977 38.635934999999996, -122.074399 38.6355, -122.078824 38.635777999999995, -122.080105 38.634571, -122.084118 38.632048, -122.086776 38.630950999999996, -122.09053399999999 38.63049, -122.093868 38.629591999999995, -122.09552 38.629878999999995, -122.098208 38.629129999999996, -122.100785 38.626883, -122.104479 38.627403, -122.107719 38.627445, -122.113121 38.623594, -122.114405 38.624269999999996, -122.115597 38.623657, -122.117657 38.626056999999996, -122.121599 38.627342999999996, -122.123387 38.629267, -122.127177 38.629084, -122.131183 38.627361, -122.13680099999999 38.627434, -122.138764 38.628682999999995, -122.142217 38.631827, -122.14508000000001 38.632204, -122.147835 38.631526, -122.150139 38.632624, -122.15002799999999 38.633794, -122.151308 38.635073999999996, -122.154781 38.636677, -122.156899 38.639139, -122.16050899999999 38.641147, -122.163281 38.641104999999996, -122.16494399999999 38.642461999999995, -122.162333 38.644096, -122.16316499999999 38.64696, -122.164397 38.648576, -122.166477 38.652671999999995, -122.168301 38.655296, -122.171773 38.656512, -122.175644 38.658576, -122.177452 38.657888, -122.182061 38.657807999999996, -122.183245 38.657136, -122.187037 38.659552, -122.187453 38.66032, -122.191933 38.663312, -122.193565 38.665808, -122.19803 38.669056, -122.199966 38.673184, -122.203422 38.677184, -122.20291 38.67864, -122.200478 38.680271999999995, -122.199726 38.683312, -122.202062 38.6864, -122.201998 38.688336, -122.204542 38.691472, -122.207198 38.693343999999996, -122.208206 38.695536, -122.21099 38.69488, -122.21209400000001 38.69592, -122.21235 38.694207999999996, -122.213822 38.693408, -122.216846 38.69472, -122.219038 38.694928, -122.22164599999999 38.696016, -122.224206 38.699984, -122.223038 38.704511, -122.225054 38.709503, -122.228415 38.720622999999996, -122.225673 38.720971, -122.225038 38.722335, -122.226943 38.725471, -122.226463 38.726687, -122.228319 38.727486999999996, -122.229663 38.730031, -122.230815 38.730782999999995, -122.23019099999999 38.732191, -122.231951 38.734958999999996, -122.234175 38.736878999999995, -122.233503 38.737823, -122.234831 38.738543, -122.235135 38.740223, -122.239503 38.742975, -122.241487 38.743151, -122.24260699999999 38.746367, -122.244415 38.748799, -122.246943 38.749855, -122.247871 38.752317999999995, -122.250111 38.755261999999995, -122.250063 38.758334, -122.250591 38.758846, -122.251983 38.767725999999996, -122.252831 38.769982, -122.253055 38.772686, -122.254303 38.77523, -122.255695 38.781134, -122.256863 38.783662, -122.25833399999999 38.785531999999996, -122.25977499999999 38.786252999999995, -122.259647 38.789916999999996, -122.261535 38.791005, -122.261807 38.793164999999995, -122.265599 38.796797, -122.267023 38.800701, -122.269279 38.801868999999996, -122.270735 38.804764999999996, -122.273983 38.809436999999996, -122.27462299999999 38.812844999999996, -122.276607 38.817324, -122.276607 38.818619999999996, -122.278783 38.82206, -122.28164699999999 38.824619999999996, -122.283007 38.828475999999995, -122.285343 38.8335, -122.28692699999999 38.838012, -122.287998 38.839931, -122.289759 38.839292, -122.296031 38.838684, -122.302447 38.839852, -122.302607 38.841884, -122.30391900000001 38.842332, -122.307007 38.841068, -122.315359 38.839468, -122.317647 38.840796, -122.31996699999999 38.843852, -122.32404700000001 38.846252, -122.326207 38.845932, -122.329759 38.842363999999996, -122.332671 38.842363999999996, -122.335439 38.843468, -122.338336 38.842172, -122.34208 38.842076, -122.343552 38.841291999999996, -122.348624 38.836059999999996, -122.349968 38.835755999999996, -122.354304 38.837148, -122.362048 38.840700000000005, -122.366656 38.843212, -122.371552 38.844651, -122.373024 38.845738999999995, -122.373584 38.847179, -122.37696 38.849211, -122.379536 38.849243, -122.385184 38.852475, -122.385248 38.853787, -122.388256 38.856187, -122.38983999999999 38.856811, -122.391904 38.859611, -122.393456 38.862939, -122.395056 38.864245, -122.395088 38.864267, -122.390816 38.867962999999996, -122.392032 38.869323, -122.39536 38.870731, -122.3964 38.874058999999995, -122.399744 38.875851, -122.401824 38.876235, -122.402384 38.877466, -122.40609599999999 38.880362, -122.405264 38.883402, -122.407792 38.885754, -122.40920000000001 38.887802, -122.41107199999999 38.889402, -122.411408 38.891481999999996, -122.41336 38.893146, -122.413488 38.894202, -122.41555199999999 38.897098, -122.416704 38.89785, -122.419104 38.898154, -122.422048 38.90089, -122.421488 38.90233))"
06,037,550400,1400000US06037550400,06037550400,5504,CT,815257,8853,"POLYGON ((-118.105493 33.932696, -118.100256 33.938936999999996, -118.099268 33.94101, -118.098478 33.944105, -118.098315 33.943847, -118.098421 33.943394, -118.096695 33.940768, -118.092989 33.935331, -118.090445 33.931751999999996, -118.090378 33.931675, -118.090788 33.932041, -118.094885 33.932013999999995, -118.095607 33.932052, -118.099194 33.931998, -118.104768 33.932010999999996, -118.105493 33.932696))"
06,099,001700,1400000US06099001700,06099001700,17,CT,1222657,0,"POLYGON ((-121.011869 37.642008, -121.010002 37.645658, -121.00974099999999 37.645891999999996, -121.004203 37.641203, -120.997607 37.635450999999996, -121.000022 37.633314, -121.002353 37.635269, -121.006513 37.632058, -121.007425 37.631358, -121.011735 37.627826999999996, -121.011766 37.628752999999996, -121.01186 37.631426999999995, -121.01185699999999 37.634114, -121.01185100000001 37.63501, -121.011869 37.642008))"
06,037,302301,1400000US06037302301,06037302301,3023.01,CT,700563,0,"POLYGON ((-118.27209500000001 34.146749, -118.271121 34.146766, -118.264265 34.146809, -118.257702 34.146867, -118.25506 34.146271999999996, -118.255039 34.142592, -118.26089400000001 34.142548999999995, -118.264399 34.142514999999996, -118.269262 34.142465, -118.269808 34.141988, -118.272265 34.146764, -118.27209500000001 34.146749))"
06,083,002404,1400000US06083002404,06083002404,24.04,CT,1315503,0,"POLYGON ((-120.453727 34.943323, -120.45374 34.946059999999996, -120.444801 34.946002, -120.435903 34.945847, -120.43593899999999 34.93855, -120.444721 34.938701, -120.444906 34.938703, -120.449572 34.938755, -120.453745 34.938814, -120.453727 34.943323))"
06,037,542501,1400000US06037542501,06037542501,5425.01,CT,577487,7732,"POLYGON ((-118.241789 33.893591, -118.24193700000001 33.895880999999996, -118.237573 33.895894999999996, -118.23611199999999 33.895905, -118.23271199999999 33.892572, -118.22948 33.888554, -118.237099 33.888526999999996, -118.237262 33.891239, -118.241627 33.891245, -118.242732 33.892790999999995, -118.241789 33.893591))"
06,077,003406,1400000US06077003406,06077003406,34.06,CT,839414,14789,"POLYGON ((-121.309004 38.028239, -121.304611 38.028217, -121.300557 38.028191, -121.294949 38.028196, -121.294911 38.024224, -121.29487 38.020908, -121.300527 38.020941, -121.304941 38.020945, -121.309004 38.028239))"
06,071,008002,1400000US06071008002,06071008002,80.02,CT,3581248,0,"POLYGON ((-117.20049 34.070211, -117.199206 34.070195, -117.191191 34.07009, -117.184657 34.070067, -117.18249399999999 34.070034, -117.182458 34.071839, -117.182399 34.077289, -117.173708 34.077301999999996, -117.17373599999999 34.073701, -117.173765 34.070045, -117.173819 34.066431, -117.17379 34.062822, -117.173855 34.058975, -117.191372 34.05909, -117.19465 34.059574, -117.200117 34.061071999999996, -117.200221 34.065284, -117.201292 34.067035, -117.20049 34.070211))"
06,053,012800,1400000US06053012800,06053012800,128,CT,4326370,0,"POLYGON ((-121.921357 36.593692, -121.921027 36.594408, -121.920853 36.595267, -121.910612 36.602205999999995, -121.907162 36.601380999999996, -121.907431 36.600622, -121.907065 36.599959999999996, -121.901923 36.598783, -121.899902 36.597414, -121.900364 36.596194, -121.899188 36.595819, -121.897384 36.595963999999995, -121.898125 36.593724, -121.893546 36.592766999999995, -121.899433 36.587267, -121.90016299999999 36.586044, -121.901696 36.583352999999995, -121.902734 36.582218, -121.903848 36.580864, -121.906402 36.578908999999996, -121.911426 36.575813, -121.91208 36.575218, -121.91269199999999 36.574368, -121.913104 36.572927, -121.912971 36.574833999999996, -121.913824 36.576239, -121.915403 36.579383, -121.917839 36.581255, -121.919001 36.584289999999996, -121.918812 36.586200000000005, -121.920986 36.588781, -121.922885 36.589731, -121.921357 36.593692))"
06,073,013312,1400000US06073013312,06073013312,133.12,CT,854832,0,"POLYGON ((-117.03644 32.605699, -117.03207499999999 32.606694, -117.027948 32.608278999999996, -117.029049 32.606336, -117.029525 32.604248, -117.029355 32.594936, -117.03562600000001 32.594878, -117.036148 32.594856, -117.036125 32.603384, -117.03644 32.605699))"
06,085,509107,1400000US06085509107,06085509107,5091.07,CT,438067,0,"POLYGON ((-122.06012799999999 37.375274999999995, -122.058148 37.381386, -122.057883 37.383030999999995, -122.057175 37.385011, -122.052844 37.3842, -122.054 37.380669999999995, -122.05512 37.377289999999995, -122.05629 37.37379, -122.05831 37.374541, -122.06012799999999 37.375274999999995))"
06,067,003102,1400000US06067003102,06067003102,31.02,CT,1147191,0,"POLYGON ((-121.445746 38.531788, -121.442113 38.532146, -121.435292 38.532261999999996, -121.434458 38.532331, -121.432758 38.532347, -121.42754099999999 38.532303, -121.427763 38.530767999999995, -121.427515 38.525076999999996, -121.432848 38.525041, -121.433813 38.525034, -121.438691 38.525000999999996, -121.44259 38.524974, -121.445559 38.531392, -121.445746 38.531788))"
06,037,185202,1400000US06037185202,06037185202,1852.02,CT,1205737,0,"POLYGON ((-118.22457299999999 34.098531, -118.222437 34.098273, -118.223886 34.099848, -118.220399 34.099226, -118.217771 34.101683, -118.21695 34.100795, -118.21541500000001 34.10062, -118.214818 34.100339, -118.209668 34.095388, -118.21078800000001 34.094291, -118.21127 34.093668, -118.211541 34.092963, -118.211445 34.090835, -118.212552 34.090102, -118.215618 34.088524, -118.216786 34.088788, -118.21809400000001 34.088665999999996, -118.220848 34.091038999999995, -118.220951 34.093219999999995, -118.222303 34.095414, -118.226424 34.097271, -118.22457299999999 34.098531))"
06,065,042516,1400000US06065042516,06065042516,425.16,CT,973130,0,"POLYGON ((-117.243751 33.928180999999995, -117.235048 33.928191999999996, -117.23503600000001 33.924562, -117.235026 33.917294, -117.243728 33.91728, -117.243746 33.924551, -117.243751 33.928180999999995))"
06,037,209520,1400000US06037209520,06037209520,2095.20,CT,231173,0,"POLYGON ((-118.280764 34.050276, -118.27878 34.053379, -118.276549 34.052371, -118.273145 34.050834, -118.275064 34.047699, -118.278558 34.049279999999996, -118.27964399999999 34.049769999999995, -118.280764 34.050276))"
06,085,510803,1400000US06085510803,06085510803,5108.03,CT,1012754,0,"POLYGON ((-122.126424 37.42044, -122.124534 37.42197, -122.122559 37.423668, -122.118216 37.426417, -122.11252999999999 37.42281, -122.111605 37.421791, -122.11005 37.41993, -122.1115 37.41918, -122.11493 37.41737, -122.11637 37.416579999999996, -122.11861 37.41459, -122.12329 37.41756, -122.126544 37.419607, -122.126424 37.42044))"
06,037,211500,1400000US06037211500,06037211500,2115,CT,909037,0,"POLYGON ((-118.320604 34.073440999999995, -118.320616 34.076204, -118.319601 34.076208, -118.317856 34.076215, -118.315695 34.076223, -118.313498 34.076231, -118.309148 34.076246999999995, -118.309133 34.073043999999996, -118.309114 34.068961, -118.311601 34.068957999999995, -118.314078 34.068956, -118.315651 34.068954, -118.316225 34.068953, -118.322886 34.068946, -118.320604 34.073440999999995))"
06,039,000400,1400000US06039000400,06039000400,4,CT,641869065,3059211,"POLYGON ((-120.545536 37.027581999999995, -120.543975 37.029655999999996, -120.541173 37.031073, -120.537849 37.034087, -120.538225 37.038525, -120.537124 37.039836, -120.537825 37.041131, -120.539721 37.041869, -120.541696 37.044505, -120.49235999999999 37.083977, -120.476692 37.09639, -120.472467 37.094142, -120.469779 37.094336, -120.465508 37.097777, -120.461366 37.099066, -120.457529 37.099377, -120.456084 37.100342999999995, -120.45285799999999 37.098873, -120.451749 37.10017, -120.449769 37.100975999999996, -120.4449 37.101966999999995, -120.444226 37.103142, -120.438575 37.104406, -120.43405 37.104814999999995, -120.433003 37.105599, -120.427787 37.106252, -120.426083 37.107768, -120.424682 37.107617999999995, -120.420654 37.109828, -120.416967 37.108205, -120.415299 37.109058, -120.414815 37.110901999999996, -120.410657 37.111309, -120.406777 37.110853999999996, -120.406505 37.11226, -120.404185 37.113966999999995, -120.40410299999999 37.115704, -120.400758 37.117764, -120.400844 37.083467, -120.401036 37.065168, -120.40694500000001 37.059683, -120.409837 37.058405, -120.411181 37.056867, -120.416498 37.054793, -120.41824 37.051317, -120.42245299999999 37.047909, -120.427369 37.045888, -120.419774 37.028086, -120.418911 37.026593999999996, -120.412282 37.02355, -120.411597 37.022616, -120.410607 37.016985, -120.409374 37.015207, -120.407648 37.01457, -120.391631 37.013653, -120.383386 37.008897999999995, -120.377558 37.005469, -120.376395 37.004343, -120.373826 36.9971, -120.373141 36.995933, -120.348542 36.995867, -120.34589199999999 36.996086999999996, -120.338007 37.003603, -120.328348 37.009442, -120.328126 37.010926999999995, -120.310483 37.01097, -120.256806 37.010991, -120.256883 37.003600999999996, -120.256762 36.996418999999996, -120.25631899999999 36.989218, -120.257214 36.981653, -120.25761299999999 36.970922, -120.255841 36.968430999999995, -120.256079 36.952796, -120.255425 36.923483, -120.254277 36.923725999999995, -120.16520299999999 36.923646, -120.164973 36.880297999999996, -120.18283199999999 36.880157, -120.182682 36.836586, -120.187179 36.836587, -120.18705299999999 36.81482, -120.168961 36.814828, -120.168932 36.808237999999996, -120.168689 36.803461, -120.172724 36.802870999999996, -120.174071 36.799895, -120.174455 36.796079, -120.176497 36.793172, -120.179789 36.791424, -120.181966 36.788073, -120.182467 36.784825999999995, -120.18152599999999 36.78328, -120.182882 36.781535, -120.185563 36.78009, -120.186296 36.778453, -120.18883 36.776407999999996, -120.19122899999999 36.775997, -120.192599 36.776455999999996, -120.194937 36.779565, -120.199683 36.780736, -120.20181 36.782948, -120.20112 36.786425, -120.202218 36.790005, -120.204252 36.790828999999995, -120.207076 36.790904999999995, -120.208405 36.788956999999996, -120.210296 36.788568999999995, -120.213585 36.788979999999995, -120.21749 36.788666, -120.22126399999999 36.786605, -120.221216 36.784543, -120.222712 36.782755, -120.225725 36.782154, -120.230713 36.782636, -120.233263 36.781057, -120.233502 36.778667999999996, -120.231624 36.775787, -120.231309 36.773271, -120.229179 36.769687, -120.230591 36.768851999999995, -120.234005 36.768298, -120.235706 36.769185, -120.24278100000001 36.770984999999996, -120.245685 36.771330999999996, -120.248759 36.775093999999996, -120.250523 36.77485, -120.252771 36.773693, -120.254798 36.770038, -120.257527 36.769642, -120.26055099999999 36.772264, -120.26222899999999 36.772604, -120.265287 36.771955999999996, -120.270324 36.771622, -120.272678 36.77406, -120.273649 36.774175, -120.274575 36.773984, -120.275752 36.772936, -120.276271 36.770182999999996, -120.277536 36.768747, -120.280883 36.766742, -120.28224 36.767348999999996, -120.282112 36.769131, -120.281221 36.772149, -120.283128 36.773165999999996, -120.28648799999999 36.77333, -120.288259 36.772596, -120.289706 36.769611, -120.289321 36.767455, -120.287949 36.764823, -120.288288 36.763673, -120.290594 36.763047, -120.29273 36.764126999999995, -120.294166 36.766816, -120.293628 36.769102, -120.292119 36.770815999999996, -120.292553 36.771889, -120.294221 36.772394999999996, -120.297692 36.772284, -120.300156 36.771256, -120.30190999999999 36.769946999999995, -120.304078 36.769638, -120.30605800000001 36.770264999999995, -120.30649 36.771094999999995, -120.30653 36.772059999999996, -120.305294 36.773615, -120.30168499999999 36.773703999999995, -120.30015900000001 36.774156, -120.299557 36.775407, -120.299995 36.777301, -120.30286100000001 36.778802999999996, -120.309129 36.780243999999996, -120.311403 36.781768, -120.313824 36.781855, -120.314538 36.77917, -120.317662 36.777695, -120.321722 36.777696999999996, -120.32382799999999 36.779019, -120.324589 36.781211, -120.322598 36.783691, -120.322824 36.785574, -120.324216 36.786304, -120.329252 36.785184, -120.332246 36.783211, -120.334614 36.782883999999996, -120.33556300000001 36.784169999999996, -120.335312 36.786237, -120.33426399999999 36.788945999999996, -120.334194 36.790988, -120.33512999999999 36.792069, -120.33694 36.792396, -120.3405 36.791259, -120.342987 36.790929999999996, -120.34509299999999 36.792640999999996, -120.346071 36.794734, -120.346623 36.797655, -120.34885 36.798255, -120.350671 36.797495, -120.35095 36.795435999999995, -120.348795 36.790929, -120.347471 36.789215, -120.344825 36.787835, -120.344335 36.786352, -120.345124 36.785049, -120.34652299999999 36.784559, -120.349422 36.785135, -120.353095 36.786859, -120.355883 36.787348, -120.358092 36.787185, -120.369052 36.784805, -120.371551 36.785835999999996, -120.37293 36.788944, -120.371279 36.791976999999996, -120.369823 36.795967, -120.372716 36.798511, -120.37413 36.80027, -120.374288 36.801743, -120.372791 36.803689999999996, -120.371082 36.80508, -120.368284 36.806652, -120.368086 36.807511, -120.369226 36.810069, -120.371816 36.810576, -120.374671 36.808512, -120.37639 36.80844, -120.37751 36.809146, -120.378127 36.810835999999995, -120.378152 36.815571999999996, -120.379098 36.817166, -120.386814 36.822979, -120.38902999999999 36.824441, -120.391873 36.824169, -120.394167 36.823372, -120.39522 36.824495999999996, -120.396252 36.824315, -120.39771 36.822333, -120.400269 36.82225, -120.403222 36.824678, -120.40417 36.825944, -120.404369 36.829826, -120.405072 36.831770999999996, -120.406762 36.834061999999996, -120.409134 36.835823999999995, -120.409069 36.837955, -120.410444 36.840005, -120.412156 36.839662, -120.41334499999999 36.836664999999996, -120.414132 36.83612, -120.417095 36.835626, -120.418762 36.836558, -120.419678 36.838311, -120.422187 36.840139, -120.422898 36.840208, -120.426631 36.840111, -120.428845 36.843526, -120.431545 36.846537999999995, -120.433588 36.849495, -120.433886 36.850581999999996, -120.43587099999999 36.851003999999996, -120.43748099999999 36.850069999999995, -120.440504 36.850201, -120.439108 36.85259, -120.43853 36.854489, -120.439491 36.855708, -120.44178 36.856423, -120.446125 36.856151, -120.447372 36.856567, -120.448984 36.858345, -120.448977 36.860329, -120.45265 36.859974, -120.454082 36.860206, -120.456246 36.862863, -120.454319 36.865322, -120.450971 36.867501, -120.450193 36.868531, -120.450304 36.871223, -120.451944 36.871884, -120.45738399999999 36.873033, -120.459313 36.874905999999996, -120.459074 36.876548, -120.45774399999999 36.878281, -120.454555 36.879084999999996, -120.45356 36.880201, -120.453666 36.88079, -120.456542 36.883838, -120.459801 36.884403, -120.460604 36.885495999999996, -120.464319 36.886612, -120.466421 36.889078999999995, -120.466752 36.892193, -120.466033 36.894096, -120.464455 36.895013, -120.462733 36.900286, -120.460924 36.902674, -120.463348 36.903981, -120.463362 36.905646, -120.459677 36.906126, -120.455996 36.905384, -120.454447 36.90662, -120.454031 36.908232, -120.450341 36.911172, -120.450178 36.911999, -120.450825 36.913471, -120.453393 36.914668, -120.459143 36.915265, -120.461947 36.916858999999995, -120.461975 36.919416, -120.458867 36.920853, -120.456964 36.922264, -120.45722599999999 36.923874, -120.460673 36.926721, -120.462256 36.927547, -120.463878 36.930977999999996, -120.46525199999999 36.932075999999995, -120.465687 36.934537999999996, -120.468011 36.937472, -120.47005 36.938086, -120.472754 36.938217, -120.475166 36.939251999999996, -120.47561999999999 36.939992, -120.476808 36.944626, -120.478599 36.947122, -120.479038 36.94882, -120.477724 36.953230999999995, -120.478317 36.955233, -120.479878 36.956658, -120.480744 36.959244, -120.484713 36.963229999999996, -120.487829 36.964475, -120.489132 36.966823, -120.48872 36.967752, -120.484746 36.969736, -120.483795 36.970985, -120.483997 36.972010999999995, -120.485168 36.973079999999996, -120.488207 36.973436, -120.491228 36.975783, -120.494013 36.975401, -120.495136 36.976287, -120.495169 36.978313, -120.496137 36.979658, -120.49951899999999 36.981966, -120.50003 36.983343999999995, -120.49980099999999 36.987113, -120.501428 36.993249, -120.500614 36.995166, -120.501183 36.996745, -120.503458 36.997214, -120.504162 36.998205, -120.502812 37.000409999999995, -120.504443 37.000792, -120.50592499999999 36.999708, -120.50746 36.999761, -120.508544 37.000775, -120.508296 37.005030999999995, -120.508965 37.007622999999995, -120.511594 37.009915, -120.513791 37.010962, -120.520181 37.011279, -120.523264 37.014068, -120.525199 37.013779, -120.528143 37.012571, -120.529768 37.012549, -120.531168 37.013992, -120.529627 37.016861999999996, -120.529747 37.018673, -120.53071299999999 37.020184, -120.533264 37.020362999999996, -120.535191 37.019366, -120.53765899999999 37.019912, -120.536891 37.02245, -120.53782 37.023849999999996, -120.540547 37.025116, -120.544566 37.026084999999995, -120.545536 37.027581999999995))"
06,037,620521,1400000US06037620521,06037620521,6205.21,CT,644213,0,"POLYGON ((-118.369954 33.880096, -118.36641399999999 33.880114999999996, -118.361309 33.88012, -118.361302 33.877555, -118.3613 33.876619999999996, -118.36129 33.872858, -118.362182 33.872856, -118.364292 33.872852, -118.366399 33.872847, -118.369931 33.872841, -118.36993799999999 33.875668999999995, -118.369954 33.880096))"
06,077,001600,1400000US06077001600,06077001600,16,CT,1489141,0,"POLYGON ((-121.275581 37.970613, -121.268761 37.971962999999995, -121.267818 37.973197, -121.267746 37.973438, -121.267364 37.974073, -121.266423 37.975303, -121.265625 37.974537, -121.263759 37.970064, -121.263722 37.96995, -121.265692 37.969459, -121.265206 37.968367, -121.26427 37.966069, -121.263678 37.966094999999996, -121.261117 37.959955, -121.267448 37.957633, -121.27183099999999 37.956832, -121.273447 37.96277, -121.273968 37.96468, -121.275581 37.970613))"
