TotalPop,UninsuredPop,MedHouseInc,GEOID
4161,255,59453,06099003100
3135,147,48750,06099003803
2578,157,54052,06099000302
6138,189,71097,06099000303
8309,244,80000,06099000501
2490,136,61315,06001409100
4780,294,41567,06001409400
3857,156,50139,06001410300
4977,208,87521,06001420300
2982,120,58667,06001423200
3504,246,97625,06001423300
10078,184,34784,06073002904
6105,139,68553,06073003103
5420,44,88707,06073003113
3456,73,79953,06073001400
3306,162,160545,06073002001
5477,325,33731,06073002202
5189,168,33224,06073002402
5609,250,32698,06073002601
5750,231,82983,06073002804
4278,73,51830,06073002905
4041,150,54511,06073003101
6402,342,42073,06073003111
3462,73,99934,06073003114
4154,110,100192,06073003212
4821,292,31709,06073003303
4388,280,44900,06073003902
5847,35,67596,06073005300
7888,81,97781,06073005400
6738,370,74360,06067007427
3515,175,69904,06067007428
5232,202,47654,06067007429
8936,439,85302,06067007430
5067,253,37448,06067007301
3424,229,75982,06067007431
5118,148,79150,06067007432
8155,299,67829,06067007433
2248,94,149545,06067008505
2743,90,60739,06067008506
4007,225,104792,06067008507
7614,125,120747,06067008508
6445,104,82940,06083001903
5938,156,96613,06083001906
1514,12,40395,06067009800
8176,203,44308,06067005001
3149,119,63661,06067007013
3030,24,60417,06067008129
4775,198,88875,06067008204
3814,130,44759,06067002800
5931,134,47127,06067004801
3852,94,39758,06067007424
4806,103,87377,06067008124
9602,668,128102,06017030704
5953,116,58558,06017031502
3011,63,72188,06017030401
4368,243,48182,06017030402
7635,312,59230,06073016502
6350,123,60057,06073002702
4472,97,74406,06073001000
6256,163,64688,06073001300
3827,71,80337,06073001500
7083,263,55012,06073002703
4031,42,67974,06073002903
3797,225,82143,06073003108
6278,133,89702,06073003207
5314,313,71496,06073003214
4094,159,49477,06073003403
3907,221,50236,06073003603
4513,127,35056,06073004000
5505,297,36400,06073004900
285,0,,06073005500
3760,0,,06073006300
5883,81,73224,06073006802
5854,127,111936,06073006900
5413,22,88281,06073007301
7540,206,80121,06073007400
4244,72,69563,06073007501
9659,250,75318,06073020306
3705,138,97101,06073020403
3505,49,122400,06073020405
6022,259,56593,06073020602
4840,177,116250,06073020705
3640,153,88158,06073020708
3322,142,67222,06073020805
7493,152,90403,06073020809
6930,198,95201,06069000502
6207,184,101031,06069000501
4851,319,69282,06069000701
5416,381,89281,06069000702
2937,14,121875,06069000801
4710,58,107208,06037403317
6367,193,92935,06037403318
7193,273,106642,06037403324
1698,11,134688,06037403405
4542,75,85977,06037403703
2789,48,56115,06037404501
4933,238,56705,06037405201
4850,204,64423,06037405202
3105,156,68514,06037406101
6910,277,61519,06037407200
2015,63,62583,06037408202
1835,29,120341,06037408706
4319,127,128854,06037430301
5339,27,80586,06037430302
7601,223,78083,06037432000
4103,171,91607,06037432101
5951,282,92782,06037432102
4491,136,69662,06037432201
3405,166,49115,06037433401
4882,264,45967,06037433403
3684,90,60724,06037433700
5944,331,49720,06037433801
6032,290,41779,06037433901
3119,77,60435,06037461400
5787,212,93433,06037463400
2553,165,100875,06037480202
5538,260,66389,06037480400
5097,108,46190,06037127910
7094,231,117639,06081601000
5545,151,108913,06073021204
7616,166,95568,06073021302
2699,46,124464,06073021304
5270,149,91036,06073019403
5638,225,67535,06073019503
5070,203,94452,06073019702
4489,235,33438,06037232800
4908,154,55887,06037234600
4405,59,51612,06037237900
386,9,84688,06037920026
5197,191,136250,06055201003
5980,245,76844,06055201004
2500,62,104183,06055201005
3314,130,104042,06055201006
4058,209,108194,06055201007
2054,40,124000,06055201101
1904,41,119926,06055201102
3024,32,135238,06055201401
2917,51,169265,06055201402
5087,188,59133,06071009906
4509,317,54338,06071009908
5851,188,55385,06071009910
7388,405,63750,06071009911
4745,182,25555,06071009912
5926,323,38370,06071009913
8440,283,45262,06071010025
11255,452,54880,06071010026
2931,56,53909,06071010417
4903,0,44009,06071010419
3961,238,24603,06071010420
6003,346,32917,06071010421
1859,142,46667,06071010422
6359,406,80750,06037910401
2964,37,97326,06037910804
2024,46,113750,06037920018
4000,221,67083,06037601202
3945,163,63692,06037601802
4847,303,50933,06037601900
4819,314,131824,06037602302
6869,271,72939,06037602402
3530,73,95417,06037701502
3781,109,79500,06037543601
4301,89,70658,06037543603
3370,125,105208,06037543703
4088,169,234519,06037701201
3437,74,67619,06037701702
4356,150,83229,06037554201
5321,160,76149,06037555001
6124,281,58681,06037570202
4165,273,43937,06037570203
5752,168,115536,06037570901
3583,164,93409,06037570902
5628,252,105758,06037571000
6247,250,51827,06037571701
4824,138,147284,06059032003
4297,224,114219,06059032029
9613,387,141397,06059032049
5452,351,82409,06059032054
10803,462,146136,06059032056
5594,316,62033,06059001201
6878,245,36951,06101050101
6281,237,73684,06101050601
3393,141,43421,06101050201
5824,217,42414,06101050302
6596,292,53992,06101050501
2598,189,54799,06101051000
2488,51,70500,06101051100
5061,301,35722,06101050102
7019,192,69802,06101050503
1499,73,54688,06101050900
4622,163,66563,06101050603
4354,132,74583,06101050604
3608,164,34811,06101050202
3342,111,71875,06101050800
7242,187,75000,06101050504
3326,176,125750,06081604000
3642,126,177927,06081607300
3818,158,148676,06081608001
3833,103,167639,06081608200
4614,208,131161,06081608600
2470,38,118080,06081609000
3206,94,196739,06081609900
3751,168,107885,06081610302
4332,92,250001,06081611400
7091,174,71234,06081612000
6519,230,158333,06081613502
3944,110,147545,06081613800
5143,92,133906,06081602500
3965,100,114904,06081600900
6310,153,125500,06081601605
6464,223,121842,06081602700
3775,175,117575,06081602900
6395,171,121513,06081603300
9434,228,38258,06071000301
8979,304,71328,06071002502
6943,317,50779,06071004201
4435,255,54423,06071006201
2939,210,45221,06071007407
6758,370,78427,06037431100
6076,270,48806,06033001000
2857,36,39719,06043000200
1702,32,47829,06043000400
3509,186,34423,06049000100
1650,32,43958,06049000200
1307,22,42019,06049000400
2441,2,57586,06049000300
2720,158,59712,06115040901
7298,369,87005,06115041000
4122,48,51490,06115041100
5702,159,48096,06115040600
4652,88,77303,06115040800
4770,204,42056,06115040100
5434,266,31536,06115040400
4052,289,39107,06115040500
1653,75,49750,06115040902
7981,381,49670,06115040200
13334,824,95781,06115040700
5996,173,189010,06013338302
5554,94,127222,06013349000
3317,43,95263,06013357000
4516,139,64253,06013307101
4299,304,35721,06013307202
4386,129,79609,06013307204
2040,57,59808,06013317000
6654,205,122554,06013321101
6913,286,140240,06013321102
4739,122,123869,06013321103
2799,112,84271,06001440100
5624,122,69013,06059086902
7887,282,69615,06059087002
4946,432,104075,06059087401
3891,122,54583,06059087404
7286,286,42180,06059087504
5901,39,81429,06059087701
4030,110,50875,06059087901
6566,229,63942,06059088301
7018,130,60917,06059088901
8826,306,66357,06059088903
4657,83,48291,06059088905
5557,72,98182,06059099232
3198,131,127375,06059099237
3824,37,121771,06059099239
3330,153,63250,06059099247
5943,95,156667,06059021830
2497,62,79850,06017030809
3915,145,79750,06017030810
3326,59,37788,06017031600
3078,143,163967,06017031700
6423,292,62769,06037461502
5051,142,52000,06037461901
1801,10,31164,06037461902
4460,235,61964,06037462001
4043,218,30982,06037462002
3941,122,40038,06037462201
2775,83,64388,06037462202
5265,213,57898,06037462301
3213,33,68102,06037462302
5988,229,81782,06037463601
6057,106,83065,06037463602
4103,164,51667,06037480303
2831,53,55948,06037481605
5013,66,54762,06037481606
3829,164,82169,06037500403
4551,67,71654,06037500404
3046,102,76067,06037501001
4427,228,39885,06037501803
2175,99,50134,06037501804
4506,77,50280,06037480304
5013,235,100217,06037501002
2634,86,68698,06037502003
3301,122,136563,06001441301
2144,44,140688,06001421800
2952,69,122609,06001442800
5065,108,191971,06001443102
4053,11,220568,06001443200
7556,122,116812,06001444100
7518,364,109441,06001444500
3641,70,154828,06001450601
5852,134,133981,06001450741
8692,307,170000,06001451101
6250,245,104526,06001441923
6822,246,129583,06001442400
7112,244,126028,06001444200
5505,110,162727,06001450604
8596,140,232250,06001450701
5543,231,98902,06001435800
5371,182,96682,06001435900
5375,350,73243,06001436500
4295,150,65188,06001437702
3888,22,71716,06001438203
3795,141,50875,06107002009
4635,269,27442,06107002601
4604,200,19940,06107003802
6648,465,35213,06107003901
6023,422,43281,06107001602
7541,416,30504,06107004400
3205,142,37500,06107000302
7130,464,46563,06107003602
4611,182,54886,06107002302
1245,61,26591,06107001200
4035,198,54054,06107002500
4702,238,30768,06107003001
9746,400,41335,06107000900
4364,93,106842,06107002006
6796,260,40203,06113010101
3549,107,66172,06113010201
4076,237,50129,06113011400
5047,272,117250,06113010505
5246,105,67583,06113010510
5915,19,53750,06113010703
3270,102,141250,06113010605
6392,159,83341,06053010501
5844,150,96346,06053011000
6284,340,59738,06077003410
4762,118,80591,06077004105
1604,45,90000,06077004106
4402,212,47473,06077004308
3961,327,55284,06077004307
3798,267,40747,06077004403
3606,210,62337,06065044930
2093,26,48750,06065044931
2883,69,74871,06065044932
2153,21,77708,06065045114
1890,47,97292,06065045115
1479,0,60441,06065045116
4053,0,57102,06065045117
4788,249,52292,06065045120
2636,102,43647,06065045118
2772,73,62179,06065045119
3444,24,74036,06079010403
2203,33,63015,06079010404
2630,69,64246,06079010504
3713,111,64250,06079010602
3519,152,101351,06037573403
6052,188,104440,06037574300
4339,270,46250,06037575101
3229,128,27235,06037575803
5549,121,28581,06037222600
6324,337,44075,06037533803
2358,125,34792,06037534101
3027,45,54708,06037219010
5411,348,59180,06037219020
4745,241,41774,06037231400
3690,67,40375,06037234700
4331,114,31732,06037235202
4101,127,32456,06037237600
3796,118,48922,06037237800
4501,360,37259,06037239310
4086,201,44896,06037239320
5637,412,22875,06037240300
4341,117,41277,06037240800
5304,104,87593,06067005801
5161,256,36304,06067006300
3452,218,61133,06067007012
4917,285,66599,06067007204
5710,385,34210,06067007423
4160,142,81944,06067007905
3814,150,62014,06067007906
2493,71,56902,06067008128
7038,256,46336,06067008141
3731,174,53523,06067008142
6561,283,82386,06067008403
5519,359,43713,06067009006
4004,146,65547,06067009112
4276,118,58558,06067009319
4437,175,53805,06067009320
5648,144,79556,06067009321
13952,364,91044,06067009322
3668,115,136875,06067009617
5274,237,78616,06067009618
7863,187,88125,06067009619
7168,381,29183,06067006800
5969,414,43778,06067005601
4405,119,66788,06067005606
2438,19,97235,06067006004
3878,16,70313,06067007010
5001,155,111054,06073020015
5673,79,73922,06073011902
5068,165,64500,06073013909
5865,190,41185,06073016302
5683,274,43193,06073010112
3073,149,44891,06073002301
5062,140,46923,06073003404
4905,233,51629,06073018903
2565,57,71667,06073020208
4660,128,154924,06073008337
7803,458,39439,06073010005
5107,82,50804,06073012402
4946,221,68484,06073013801
5291,271,53409,06073013906
7871,188,55996,06073010110
7615,346,86176,06073016807
7598,197,55878,06073002902
6874,226,59882,06073003115
4297,121,63402,06073003202
4754,157,35911,06073003502
3427,193,54375,06073003602
7307,396,56797,06073004100
7702,166,46658,06073005100
2370,94,99375,06073006100
4535,76,115664,06073007100
2268,136,133958,06073007302
3413,141,144375,06073008102
16363,429,175227,06073008333
10138,300,158627,06073008335
2423,93,155547,06073008336
3764,172,111250,06073008344
5691,122,111773,06073008348
5969,250,102500,06073008501
2828,77,109583,06073008513
8404,324,50417,06073016402
3888,33,125275,06059062800
3236,57,92434,06059063101
2946,38,102286,06059063301
4457,126,127153,06059063302
6360,0,108527,06059063500
6052,126,63146,06059063808
6631,239,96711,06059074102
5021,280,84939,06059074103
6719,191,72985,06059074106
4051,248,75333,06059074300
8382,429,63990,06059074602
3759,77,32519,06099002302
1661,109,52237,06099003400
4669,153,43566,06099003700
5339,121,32730,06099003802
5821,196,71150,06099000201
3700,103,46500,06099000807
5437,96,58455,06099000909
6014,230,55128,06099001001
7308,178,75907,06099003907
2738,190,31272,06099001700
2349,186,26091,06099001800
4833,108,66940,06099001900
4301,208,33438,06077004502
3753,71,85781,06077004703
4621,164,71471,06077004704
3437,194,54615,06077005129
3064,124,73950,06077005130
7055,171,69864,06077005131
3141,159,38654,06077005132
4439,298,77083,06077005133
4970,247,75259,06077005134
8321,266,86817,06077005135
26742,1009,128246,06077005206
7415,286,102995,06077005209
12302,256,108611,06077005210
3352,167,75000,06077005307
4818,161,74857,06077005308
3630,202,80000,06077005405
3495,139,51653,06077005406
4129,74,57604,06077005501
14686,343,119479,06077005207
6652,213,96563,06077005208
1981,66,113269,06077005502
4621,188,71597,06079010002
5029,200,69208,06079010016
1669,43,85089,06079010101
5429,53,74076,06079010503
6937,174,43569,06079010102
6712,270,67194,06079010204
4653,255,78261,06079010205
5389,309,74000,06065043821
2898,90,98646,06065043822
10092,352,119984,06065043823
1122,25,60341,06065044404
5916,54,41319,06059011504
4610,175,131607,06059011709
898,73,70769,06059011714
3570,50,112546,06059021810
3848,155,98846,06059021817
4217,143,170625,06059021921
6833,162,139949,06059032002
6397,111,57352,06059032014
4882,78,69631,06059032037
5700,122,216477,06059032044
5163,148,85769,06001423400
2054,55,90469,06001423901
1605,51,130500,06001423902
4180,145,77375,06001427200
3097,114,95217,06001428500
2107,48,165526,06001430400
3561,89,76845,06001431100
4830,128,95875,06001433500
7685,523,61381,06001433900
7443,160,77361,06017030803
5138,102,61361,06017031200
3495,65,90795,06017031301
2475,67,81735,06017031404
2551,75,107039,06017030502
5326,201,61402,06017031100
4712,34,106007,06017030801
5635,118,83115,06017031406
2467,73,83527,06017031503
5828,318,93125,06037311500
5430,57,42461,06037302103
5314,98,66429,06037310800
6071,163,81536,06037310900
7601,226,72438,06037320100
5637,49,117073,06037400204
3154,176,81853,06037400302
5582,205,69719,06037401101
3377,254,113194,06037401201
5368,173,75964,06037401601
5558,212,77026,06037402101
4046,110,79750,06037403319
6512,33,102292,06037403408
3968,87,74618,06037404902
3638,121,78615,06037405203
4950,75,89332,06037405400
3265,123,82895,06001436700
2700,86,84013,06053001600
4943,84,96957,06053010202
7448,285,94889,06053010603
5643,276,80589,06053010604
1667,11,73750,06053012401
3561,92,76310,06053014301
3878,144,91384,06053000104
7489,319,71607,06053000200
3003,164,85179,06053001200
6521,470,57656,06053010400
2283,71,75486,06053000101
7745,373,52956,06053000400
6479,278,77045,06053010606
2841,62,83409,06053012402
4881,42,119775,06053012800
3379,49,75339,06053013000
3399,197,72821,06053014102
4794,180,61641,06053000300
7302,415,50049,06053000600
2508,116,24813,06053001300
3991,29,141402,06053011900
4074,130,89643,06053012000
2200,365,90903,06053013100
5657,210,41108,06053000900
5024,248,53979,06053010101
7911,202,64883,06017030602
3668,99,65179,06017030603
6779,228,93237,06017030804
2500,132,88077,06017031405
5906,128,64524,06017031504
5446,83,90994,06017030601
4818,74,121806,06017030902
4562,212,47357,06017031302
5591,191,56552,06017030200
6167,149,141413,06017030701
3251,78,102443,06017030901
5889,43,55184,06017031402
6284,73,67803,06017031000
2461,52,63355,06055200202
3747,52,94750,06055200400
5217,176,73333,06019006405
2357,141,27222,06019006201
6202,355,50301,06019006202
6871,523,29084,06019006501
1513,90,58125,06079010603
6720,132,87515,06079010707
5006,99,69512,06079011001
4315,138,47661,06103000800
3375,107,43347,06103000900
4948,86,48522,06103000100
4433,86,46250,06103000300
7692,306,48571,06103000200
6220,55,79000,06103000400
7822,291,46739,06103001100
5130,168,35647,06103000500
6608,265,49017,06103001000
2728,152,35875,06025010200
7303,402,27523,06025010400
5346,254,63527,06067004006
5981,425,62169,06067004010
3111,103,128295,06067004011
7493,404,39533,06067004903
3290,206,58068,06067004906
7108,353,35798,06067005002
3843,200,34000,06067005506
6967,82,86897,06037400800
7108,318,59513,06037401704
7927,156,104643,06037401800
6180,263,50714,06037541801
7155,489,51181,06037542200
3306,101,68203,06037542402
6129,349,61573,06037542700
3776,106,71750,06037543305
7457,314,72548,06037543501
3740,127,71667,06037543903
1982,21,86806,06037550000
5074,124,66650,06037134720
6029,105,77146,06037137201
4549,149,99688,06037137502
2155,34,143875,06037137504
6447,223,205964,06037139702
5482,195,108542,06037143500
4943,186,85262,06037181400
3164,138,156154,06037189400
3627,132,64623,06037185202
3800,193,114318,06037188300
5371,0,63214,06037189902
4453,0,53778,06037190100
4517,83,68011,06073020024
3704,117,88832,06073020106
6077,336,49243,06073020206
5224,341,39968,06073020209
6481,71,46333,06073020211
6813,210,108958,06073020304
7434,197,64638,06073020307
6234,302,57822,06073020601
3168,86,79556,06073001100
4448,162,65074,06073001700
5417,239,55156,06073001800
3271,87,100833,06073001900
5471,125,66811,06073002100
4791,164,51792,06073002401
5395,117,28462,06073002708
4470,130,33958,06073002709
4897,92,53036,06073002803
6642,368,62244,06037670100
5797,349,83333,06111004200
2035,145,48155,06111004600
4624,195,122344,06111001800
620,0,59028,06111000100
1697,89,53558,06111000500
2503,54,66667,06111000901
2026,32,99375,06111000902
1645,31,51250,06111002102
6196,310,36420,06071009712
4216,156,80625,06071009717
3126,83,36509,06071010410
6928,254,109105,06071000104
6350,211,88264,06071000401
5680,135,85938,06071001703
11473,579,73401,06071002301
6840,261,53925,06071002501
7654,482,57100,06071003401
3975,97,56417,06071003403
7113,318,31587,06071004900
4013,224,22091,06071005800
7368,271,43138,06071007000
4508,211,51804,06071005200
6534,247,51989,06111002300
9631,344,86659,06111003605
6947,226,75021,06111004101
1372,14,59000,06111004704
8184,281,76389,06059074701
5195,209,66688,06059087801
4614,201,65548,06059087105
7725,233,58179,06059087200
3701,167,49921,06059087403
4527,83,75139,06059088001
5008,182,59081,06059088106
4700,148,59441,06059088402
5019,141,67875,06059088902
5684,140,57250,06059088904
3074,43,88803,06059099233
7490,444,82697,06059099305
4131,282,36037,06077004404
2377,128,48250,06077004501
4312,124,109700,06111005401
5227,110,71997,06111005502
4255,196,105452,06111005504
4843,236,87039,06111008201
3895,140,79704,06111008303
2892,74,108813,06111005908
7911,266,62153,06037404801
3169,115,66316,06037405002
5825,272,79728,06037405800
2043,41,95795,06037406402
4866,153,96042,06037406800
6284,267,80592,06037407001
4892,287,66625,06037480804
2373,43,96618,06037463101
4487,143,75216,06037480102
4672,116,75326,06037480302
4369,96,51591,06037481001
4489,53,69452,06037481500
3701,88,58137,06037481604
4246,95,45554,06037481711
5775,102,94943,06037481901
4750,108,61667,06037482101
4076,111,46768,06037482201
5087,190,57361,06037482202
4293,85,62675,06037482503
4323,128,74148,06037482701
4856,156,54375,06037500402
5036,162,66808,06037502100
6784,307,78617,06037503302
6347,312,44083,06037101210
1463,0,82448,06065044405
3971,144,31778,06065044515
6109,71,40720,06065044516
2435,22,72010,06065044517
5302,198,45944,06065044518
1424,7,46750,06065044520
1332,47,38514,06065044521
3812,32,26150,06065044522
6107,384,36827,06065044605
2734,58,61136,06065044606
5033,77,82097,06065044917
4479,125,68083,06081611800
4538,250,128429,06081612600
7148,103,237163,06081613200
3154,89,250001,06081613400
8999,301,137446,06081613700
3584,160,162111,06081608300
3431,162,185893,06081609300
2219,81,250001,06081612700
4788,91,187292,06081612900
2970,48,250001,06081613300
6108,130,105066,06081613600
6999,375,148839,06081608700
5226,97,189914,06081609603
10368,304,100038,06081611900
3591,186,250001,06081612800
6697,220,126588,06081601800
7804,273,68520,06081600800
6940,235,94336,06081601200
8489,197,124063,06081602600
3388,142,140000,06081603100
3811,103,130577,06081604500
3048,72,146480,06001442700
7695,464,95292,06001451201
6191,323,106542,06001451401
6809,207,96638,06001451602
5051,139,114598,06001400300
1801,87,65655,06001401800
5891,293,181023,06001404502
5159,212,97875,06001406700
7096,239,47350,06001408600
4687,295,47426,06001409000
3516,137,86711,06001409800
3242,177,115268,06001410000
3594,83,166071,06001421200
7893,334,162045,06085502902
6459,342,118972,06085504507
1016,18,74904,06085504601
5516,268,102311,06085504802
9956,603,161505,06085504901
3266,27,157050,06085505304
5859,226,123500,06085505305
6241,192,92969,06085506503
2919,0,72125,06065044918
5011,31,44896,06065044919
2448,37,116875,06065044921
5812,232,96875,06065044922
4122,173,68631,06065044923
3998,151,61486,06065044924
3978,121,77000,06065044925
5407,118,39965,06065044926
3619,85,65135,06065044927
3342,18,82850,06065044928
3627,22,71328,06065044929
3409,69,69135,06079011002
3375,113,109957,06079011503
1958,16,143500,06079011504
4432,24,86719,06079011701
3729,15,82845,06079011704
5835,137,64448,06079012102
10975,232,89516,06079012304
4884,132,83409,06079012505
4880,109,90496,06079012900
2741,158,84420,06079013000
0,0,,06079990000
5068,130,101083,06081600402
4363,83,101711,06081601901
3115,136,92803,06081600401
5604,52,111875,06081601902
2384,85,82109,06081603801
5083,196,131920,06081603802
3628,200,160708,06081609201
4838,114,117045,06081609202
7097,306,207083,06081613900
5695,190,139828,06081614000
0,0,,06081984300
0,0,,06081990100
2604,38,61776,06083000301
4391,126,72446,06083000302
4414,280,42798,06029005508
6604,286,94506,06029005801
9479,222,43598,06029005802
2897,52,182831,06037620904
4086,48,124918,06037621004
5211,294,88750,06071002025
5415,172,68988,06071002027
5229,109,76681,06071002028
5886,206,107708,06071002029
6262,247,120714,06071002031
7734,163,99972,06071002033
15502,517,108145,06071002034
7445,225,89650,06071002035
14218,1155,80802,06071002036
4960,252,55179,06071002101
7949,146,104423,06071002037
6890,262,110348,06071002038
5334,387,47188,06071002103
5920,298,74592,06071002105
5577,210,52457,06071002107
6121,202,62500,06071002109
7460,622,64511,06071002110
7293,251,79375,06071002206
5553,198,55852,06071002207
21798,941,101642,06071002304
10909,332,77000,06071002305
4079,138,91813,06071002306
5149,159,78103,06071002307
5592,232,80078,06071002604
7857,259,84549,06071002606
8987,315,96014,06071002607
5670,198,90893,06071002703
11527,520,104848,06071002704
5273,82,79063,06071002705
14133,808,109010,06071002706
5781,325,70353,06071002801
5306,357,37188,06071003301
4226,232,50972,06071002803
3449,55,131250,06111005204
6072,262,131165,06111005205
5257,154,157667,06111005801
9547,378,144375,06111005802
6026,194,122167,06111007405
5270,459,129107,06059099906
4953,160,109259,06059110004
1767,52,133654,06111007513
6317,196,92099,06111007514
2530,81,130625,06111007609
5339,102,122841,06111007610
3923,187,73750,06111007611
5071,215,74500,06111007612
4894,252,166094,06111007613
8375,263,100507,06111007614
7920,324,51809,06111008600
6029,230,48458,06111008700
5582,165,82917,06111008800
3385,113,79205,06111008900
4870,154,38444,06111009100
118,0,,06111980000
0,0,,06111990100
8701,361,99489,06113010302
5699,228,109324,06113010310
5617,281,99375,06113010312
4771,169,108750,06113010401
4548,421,127188,06113010402
3422,69,74038,06113010511
4106,58,76328,06113010512
2918,68,55096,06113010513
3306,167,33281,06115040301
2396,143,29295,06115040302
8940,471,78622,06115040303
5623,206,64969,06111005304
4843,171,129318,06111005306
3924,155,99091,06111005404
6846,175,60104,06111007100
3606,147,162159,06111007201
3970,149,88563,06111008306
8106,516,97129,06111008500
5854,96,76916,06111000903
5147,272,69960,06111001201
6654,254,67604,06059011403
3237,109,86111,06059001102
4745,105,82969,06059001507
4191,207,73654,06059011101
4566,143,63061,06059011708
3455,165,110875,06059011710
3825,107,97083,06059021903
4365,82,166719,06059021912
8953,158,95436,06073018514
3899,111,87298,06073018516
5491,261,97151,06073018601
6437,157,74958,06073018609
3911,36,90857,06073018801
6891,326,57473,06073018905
5397,210,85340,06073019602
4276,242,70764,06073019902
4309,163,77219,06073019905
14679,642,133731,06073020013
9713,570,162143,06073020016
6701,300,79267,06073020021
6789,272,44750,06073020202
5078,276,61607,06073020500
3179,147,37981,06033001200
6655,177,89559,06037406500
6082,118,91458,06037407900
5177,119,67029,06037408628
5625,218,72656,06037408705
4387,169,46635,06037408800
3129,89,41375,06037123204
2492,96,46083,06037123205
5002,261,26356,06037238310
3737,140,30612,06037240010
6167,382,43250,06037240600
6596,389,43584,06037240700
2852,128,18177,06037242100
2491,117,93750,06037603703
5726,198,116602,06037620501
5278,330,92684,06037620601
7844,442,156394,06037620800
4373,183,136285,06037621001
6724,160,120022,06037621201
5036,159,99750,06037651101
5707,347,76667,06037670003
3820,115,146771,06037670201
6269,175,94963,06037670407
5649,65,200292,06037670702
5021,122,191066,06037700600
7352,236,90444,06037700902
4194,125,136500,06037701601
4817,72,52050,06013368001
3782,97,54821,06013368002
11304,390,84604,06013392200
3126,123,156307,06013392300
0,0,,06013990000
2428,272,31053,06015000104
6714,282,57140,06015000105
0,0,,06015990000
2712,144,56513,06017030301
2859,76,47500,06017030302
2460,48,78011,06017030504
2398,72,80294,06017030505
6492,131,125732,06017030706
4697,149,156528,06017030709
5029,91,151466,06017030710
6167,310,57321,06037406102
4008,90,105898,06017030807
6266,185,100259,06017030808
4810,192,25247,06019006502
2312,122,44375,06019006603
8738,502,158494,06081608004
2598,62,174063,06081608023
3775,201,140804,06081608100
2675,84,129226,06081608502
5051,185,113484,06081600100
6406,209,133250,06081601100
8524,360,75321,06081601300
5256,105,110221,06081601501
4335,179,124496,06081601700
8593,158,106402,06081602000
7554,266,101151,06081602400
4371,122,122148,06081603000
3290,73,104260,06037463900
6073,188,161979,06037464200
3053,122,49229,06037297120
3356,45,82955,06037297400
3264,132,110792,06037300501
5874,125,67407,06037300502
5230,228,68967,06037301000
4446,84,65947,06037301602
3985,115,55795,06037302301
3171,127,77147,06037311200
4274,86,63098,06037502500
6939,255,77170,06037502601
4477,109,56688,06037502602
4168,138,48750,06037502902
4129,114,104069,06037503402
4840,178,69981,06037503701
4900,202,102711,06037503802
5285,112,42056,06037530101
3719,124,44750,06037530500
2881,132,151364,06037310300
5365,111,133715,06037400206
6223,116,96466,06037401902
1835,36,106250,06037403500
3625,85,82011,06037555002
3841,165,55724,06037572301
4151,104,36551,06037575102
3146,25,59688,06037600911
4258,70,76447,06037603600
879,16,135991,06037621002
5162,77,104338,06037700400
2463,51,88988,06037192300
4978,128,127768,06037195100
2000,55,41136,06037195720
3660,115,34277,06037199201
5695,394,56161,06037203200
4829,162,45108,06037203800
5510,357,54809,06037204700
5277,236,46440,06037204810
2151,43,104604,06037216100
3835,107,79730,06037216700
3373,57,70054,06037600704
2381,177,32143,06037601001
2880,148,44934,06037601211
3918,230,42794,06037601501
2834,158,40870,06037601801
3057,144,45846,06037602002
4116,174,57391,06037602105
5279,66,138906,06037620400
5366,198,85025,06037650901
6459,196,89207,06037651222
7087,182,65625,06073005200
3816,47,116800,06073006000
2195,109,31875,06073005000
23,0,,06073006200
3978,39,70797,06073007600
3971,169,150924,06073017047
2874,140,180417,06073017107
6595,160,90263,06073018504
5454,209,47875,06073018509
4704,76,61607,06073018517
4092,204,87845,06073018612
6726,271,105063,06073019301
5928,458,46472,06073019502
7835,381,124063,06073020014
3923,234,86528,06073020107
4826,154,121535,06065041804
4858,215,138424,06065041806
5821,100,125417,06065042005
3378,150,51875,06065042512
4797,120,77713,06065042507
3325,122,49219,06065042509
2973,77,62875,06065042513
4928,213,44028,06065042520
5338,169,51624,06065042521
5969,510,40540,06111000600
2560,132,78056,06111001001
6357,63,78277,06111001002
7944,263,100344,06111001301
6350,503,55000,06111002200
5374,105,86375,06111002500
5665,55,94063,06111002901
3702,84,99375,06111005700
6502,167,111500,06111006301
4277,240,77292,06111007000
5668,105,100000,06111007904
5853,181,96617,06111008304
5151,120,87778,06111001506
4398,120,78115,06111002700
6693,256,76250,06111002800
14299,799,111919,06111003100
5762,107,108083,06111005203
12354,625,72662,06065042619
14520,496,75853,06065042620
7938,300,79395,06065042621
4827,204,73715,06065042622
3939,312,88579,06065042623
4390,74,95926,06065042624
4054,139,100673,06065042724
2229,102,74554,06065042728
9987,310,53373,06065042729
5684,178,48401,06065042730
9300,370,103000,06065042726
8161,318,74458,06065042731
6571,256,89263,06065042732
4182,167,188424,06037261200
5146,210,46678,06037229100
2445,123,89219,06037271100
5462,104,90261,06037275311
2943,90,87000,06037482102
7121,252,168438,06037464100
6598,227,60847,06037481402
4524,272,71401,06037482800
4144,199,97277,06037503201
5444,106,96101,06037651001
4356,96,162614,06037670411
5936,358,100391,06037701000
9852,235,118162,06037702901
5337,212,85450,06037901102
3093,64,89946,06037106010
5420,104,79703,06037106020
4191,143,95288,06037106111
