TotalPop,UninsuredPop,MedHouseInc,GEOID
4113,56,63427,06037603400
4251,179,124844,06037620001
3493,169,111688,06037620002
1529,72,114886,06037620201
6833,211,42734,06037232600
5417,64,54722,06037234000
3805,78,45815,06037234300
1202,18,104643,06085513500
0,0,,06087990100
2297,90,86810,06089010601
3039,67,64443,06037434004
3971,127,83387,06037461501
985,83,100417,06037460401
1225,40,65431,06037910205
5517,242,89290,06037910302
6501,132,112969,06037920020
6578,254,145833,06037920015
2615,86,80580,06037920023
598,5,61250,06037920033
2191,96,126310,06037920039
1668,80,85147,06037920041
5393,0,,06037920200
1608,26,95714,06037920303
2854,161,110781,06037920322
6928,139,57824,06037910603
11613,466,76219,06037910705
7091,547,119744,06037920028
3558,136,139514,06037920032
3790,166,85637,06037920034
5826,302,79241,06037920312
3225,0,88571,06037920330
461,13,85972,06037930200
7139,309,59330,06037540000
4707,150,59907,06037540902
6273,199,51024,06037541500
4735,154,48938,06037542401
3605,182,57805,06037543201
7864,236,71582,06037543602
7840,372,73154,06037551202
4752,163,66069,06037553602
2431,81,52375,06073013205
4773,99,65278,06073013302
6636,367,90139,06073013604
6227,205,118750,06073013605
3231,69,49219,06047000503
6569,362,46896,06047000504
6663,427,47380,06047000505
3226,234,40854,06047000701
15901,556,69814,06047001002
5539,145,55472,06047000801
5681,227,76266,06047001101
5499,327,53833,06047000301
2540,48,65167,06047000303
5681,305,97311,06047000702
3650,153,36122,06047001004
4238,291,26325,06047001601
6249,375,36645,06047002201
10170,402,50801,06047002202
4370,227,57500,06065041201
5974,298,68214,06065041406
5815,210,67880,06065041809
6583,220,57652,06065041906
4071,103,32248,06065030300
7801,362,66419,06065030800
5726,231,65682,06065031100
8542,321,45287,06065040301
3208,120,60764,06065040605
8029,497,77253,06065040901
3927,125,84286,06065041404
4478,183,71928,06065041405
4469,95,75918,06065030200
5586,196,152011,06065030601
4114,54,45398,06065044403
6799,435,30922,06065044915
3557,43,51458,06065045103
6649,452,30035,06065044510
4847,183,42896,06065044300
3314,33,42744,06065045000
6767,59,44078,06065045108
6734,190,30063,06065045605
3532,167,78843,06065046103
6661,396,55833,06065046404
3383,149,68663,06085503601
3448,70,145147,06097151503
7457,326,76691,06097151700
5705,356,48200,06037227010
4523,170,44375,06037228310
5353,203,41250,06037228800
3697,253,34403,06037229410
6162,266,33958,06037231900
5567,460,37555,06037232120
4649,256,40000,06037297110
3100,287,108150,06037574201
4843,228,75648,06037575002
4175,259,37750,06037575202
4293,82,55768,06037576601
4061,70,62240,06037576802
3259,131,90583,06037577602
5063,236,35081,06037600201
3199,100,93125,06037600801
5659,218,55568,06037600912
4793,208,62316,06037601402
4059,238,59239,06037601502
6650,347,34645,06037602103
5403,319,46581,06037602106
8118,338,55882,06037602600
3770,46,97288,06037602700
4443,180,47353,06037602900
5632,179,108170,06037620101
2211,36,90987,06037650102
4259,150,118558,06037650502
3849,36,87600,06037650603
6423,257,89420,06037650800
1759,36,186667,06037670406
3575,69,184393,06037700700
4661,101,70091,06037402703
399,0,,06037403200
2741,26,77083,06037403303
3786,107,103438,06037403702
6054,91,82981,06037119800
2704,112,49432,06037120010
3469,77,54250,06037122200
4503,51,44967,06037122420
5156,178,69444,06037404402
5829,167,99770,06037406300
4313,109,90962,06037408722
3124,110,54205,06037533202
3677,118,42841,06037534404
5538,194,78482,06013313204
5929,230,128016,06081603400
1696,59,95795,06013313205
6377,233,63451,06013313206
2721,80,131125,06013320003
6587,405,113297,06013320004
5480,158,87917,06013324001
5247,137,115909,06013324002
4441,155,103553,06013333101
4274,196,97072,06013333102
4755,99,134815,06013334006
7652,237,128618,06013334200
4056,290,70608,06013336201
6222,355,48412,06013336202
5352,281,73250,06013338101
3600,116,120776,06013338102
4684,100,100179,06087120200
8746,294,107500,06087120900
7162,36,92104,06037207900
2692,115,34568,06037208902
3978,107,27250,06037208904
3963,193,32879,06037209402
5124,156,127197,06037211000
5635,134,52342,06037211120
3337,177,31250,06037211320
4859,111,33607,06037213401
4857,211,42766,06037213402
2415,29,40091,06037220100
3875,129,29420,06037221500
2833,105,39212,06037221710
3665,110,40147,06037226410
5301,151,48393,06037228600
3038,108,33203,06037232110
3487,113,43911,06037232200
3317,29,58736,06037234800
4181,118,90790,06037236000
5565,0,45075,06037238200
2458,89,32708,06037239330
5159,280,40286,06037240200
3885,144,81042,06037132900
5609,214,52262,06037133100
4618,225,60582,06037134104
3025,158,37550,06037212305
1055,28,32604,06013316000
8558,297,93942,06013319000
6300,193,112440,06013325000
5128,49,82639,06001400700
1890,29,76417,06001402700
1406,6,31326,06001402900
4340,98,69132,06001403400
4625,74,165139,06001404600
4995,189,41438,06001406201
3611,119,103833,06001406800
2728,77,93478,06001407800
2700,31,181776,06001408000
4570,169,58487,06001408200
3642,119,114861,06001409900
3332,132,97195,06001420200
2557,59,102361,06001420500
3617,171,153750,06001421600
4171,195,114052,06001421900
3237,119,93105,06001422200
5231,118,92163,06001435700
5977,114,97222,06001436100
5838,183,76042,06001438204
2982,81,127250,06001440333
4414,96,121480,06001440334
7051,516,169313,06001440335
4437,157,102128,06001440336
4418,242,138125,06001441523
4215,231,160281,06001441524
7481,315,138851,06001441924
7291,244,127409,06001441925
4595,220,99858,06001441926
4492,320,106707,06001441927
5996,247,148828,06059099308
5851,245,68173,06059099411
8633,187,84750,06059099413
5338,152,138920,06059099415
4845,172,112596,06059099417
5116,253,81750,06059099508
3023,96,100069,06059099511
1527,65,206250,06059062900
6215,224,79671,06059099203
4658,152,91594,06059099216
3554,39,114803,06059099225
6078,355,74056,06059074702
3448,139,68705,06059075405
5345,190,150368,06073017403
3369,133,88365,06073019208
5027,171,78906,06029005402
2827,376,77244,06029005700
2510,41,55880,06029002804
3713,83,104550,06029002807
5837,213,50122,06029002816
4782,195,71601,06029002819
7552,369,33958,06029003000
5221,189,41722,06029003112
3358,112,59792,06029003304
9530,702,29178,06029004800
6255,140,68924,06029005401
2923,134,36169,06029006201
3697,68,55942,06029001901
2371,110,66250,06029000506
4046,356,60587,06029000903
5400,327,30364,06029001103
5021,192,37636,06029002812
4006,89,38571,06029002815
4993,273,48470,06029003113
18877,702,86638,06029003123
8240,500,55085,06029006100
3806,189,80680,06029000505
4977,213,40788,06029000504
7396,357,34964,06107003200
8019,255,38580,06107003300
582,0,,06107004000
6028,262,39688,06107000702
7837,411,43599,06107000800
25636,1425,83097,06107001003
3660,46,92796,06111001102
8086,255,59167,06111004400
7496,108,43695,06009000300
4694,248,82575,06009000120
11100,273,82268,06009000210
6795,274,63462,06009000220
2722,43,37679,06009000400
2421,144,51719,06101050301
3191,35,91897,06071000804
5300,216,65513,06071001702
6458,145,71950,06107001703
7474,359,72817,06107001704
6636,292,72006,06107002303
14401,1004,84571,06107002400
5749,224,39764,06107002602
3515,329,40571,06107003100
6781,190,42500,06107003400
7569,283,48682,06107003601
4845,108,74836,06107000100
9384,478,37088,06107000201
6242,403,54744,06107000401
2785,98,90114,06107001005
5745,242,42760,06107001502
2562,120,33365,06107002008
6449,430,42690,06107003700
5549,253,43000,06107003902
1999,77,40357,06107004102
5237,131,44020,06107002700
3599,235,24161,06107002800
9417,420,36360,06107004101
6161,193,33164,06107004500
7415,424,56261,06107000402
7097,510,32998,06107000501
4107,248,57589,06107000502
6950,382,29310,06107001100
8734,387,57241,06107001301
4826,298,72411,06107001400
4608,158,49917,06107001800
6426,676,70313,06107002003
5835,315,56571,06037301702
2300,38,105000,06037311400
5856,187,55063,06037554002
7403,317,82479,06037550800
7273,270,39361,06037570301
7302,344,68740,06037604100
4309,148,116146,06037573800
4070,38,49982,06037576801
6774,476,44932,06037601212
4731,167,127429,06037650702
5068,236,60350,06037106604
6180,116,76897,06037113321
3251,166,59375,06037541100
2980,133,57270,06037542800
8421,315,79676,06037550300
6881,394,41962,06037553802
5987,145,58262,06037555102
2537,77,84130,06037275603
2508,43,109468,06037278001
3088,62,148182,06037278102
2436,115,100200,06037293306
2284,59,51379,06037293307
2471,78,65870,06037294301
3099,214,36719,06037294701
4382,248,55313,06037294302
2891,103,47917,06037294421
5188,119,124663,06037295103
3229,80,92571,06037296401
3312,90,108929,06037296402
4466,229,40913,06037296901
4219,96,52585,06037296902
4505,204,60574,06037297201
3786,106,70767,06037297202
5281,86,63715,06037301206
2816,76,55246,06037297601
3687,125,64873,06037297602
6024,120,114890,06037300301
2106,73,107159,06037301205
20899,916,121614,06061021322
6909,327,52578,06061021403
4763,146,44091,06061021603
3634,74,106763,06061021604
2542,115,51827,06073010401
2224,75,119313,06073010900
4517,168,74154,06073013306
5676,213,73421,06073013505
2433,24,91979,06073013701
4120,114,70250,06073013908
2737,81,114044,06073016608
7501,343,72096,06073016804
4857,190,88235,06073017009
7756,219,90511,06073017015
2736,14,101775,06073010800
6078,72,31609,06073011700
3385,101,52321,06073012102
3242,48,64231,06073012303
4798,175,52423,06073012600
2506,84,48603,06073013103
11136,344,102118,06073013311
4691,123,103981,06073013412
7428,177,111132,06073013414
7430,211,67469,06013327000
2340,14,47554,06013328000
6115,181,90536,06013329000
8763,376,109572,06013332000
6718,400,73649,06061020908
4195,158,114069,06061021034
7748,256,113214,06061021035
1985,118,64099,06061021037
7389,376,94077,06061021038
1679,0,71000,06061021039
3132,0,53029,06061021040
5954,268,119710,06061021044
3069,154,34079,06037208802
3679,317,29509,06037209103
2560,111,30078,06037209104
2253,114,48846,06037211121
3163,116,50175,06037211122
2562,40,44353,06037211201
3736,111,69361,06029000507
10772,419,35813,06029002301
3803,271,31900,06029002302
8384,486,43967,06029002400
6506,312,86649,06029002820
7835,358,60047,06029003114
5167,177,116591,06029003806
4495,141,80000,06029003808
2811,120,138750,06029003810
5571,0,,06029004302
2635,191,35560,06029004500
4220,126,86458,06029005104
1521,67,39653,06029003303
4194,212,32099,06029003600
3415,180,45781,06029003700
9244,392,103375,06029003805
4436,330,27520,06029004402
8674,498,58194,06029004902
18784,1163,55028,06029003202
8292,269,41904,06029003500
1448,63,45000,06029004200
5964,291,69392,06029005506
1993,118,32000,06029005300
5393,44,93018,06059088401
6883,346,67500,06059088501
2454,68,120568,06059099217
5770,169,98141,06059099220
3448,77,89938,06059099224
3499,36,96908,06059099234
5123,194,71071,06059099235
4034,85,90882,06059099243
4175,59,50722,06089012603
2107,27,53036,06089012604
4723,190,54179,06037553702
4700,124,91250,06037554514
6237,164,43944,06037531901
3503,153,39228,06037533107
5259,201,58344,06037533703
4768,268,43586,06037534201
7280,314,96157,06037300800
6567,108,45632,06037310702
6200,157,93750,06037311700
3678,138,68676,06037401002
3696,229,75508,06073012304
3471,117,84960,06073012900
9853,376,50059,06097151402
9150,143,64194,06059076000
4639,243,63411,06059076204
6113,159,133492,06059075605
5060,127,124722,06059075813
5545,312,93967,06059075815
7308,184,68482,06059075902
8492,140,56189,06059076102
7424,154,86071,06059076205
5874,254,72639,06059086802
5530,233,61232,06059088203
6040,237,104444,06059088302
5935,307,46985,06059088701
3372,91,100511,06059075303
5205,287,59554,06059074806
7500,475,39793,06059075003
4258,89,110042,06059075401
7202,331,87091,06059075404
4192,132,49970,06059075514
5911,137,229286,06059075606
7075,195,80172,06059086301
7535,237,69263,06059086303
4189,172,61936,06059086406
8986,212,76731,06059087103
5348,200,55494,06059087601
7163,156,62882,06059087802
5598,108,70134,06059088502
6243,191,77171,06059088702
6686,93,71445,06059089102
6434,244,58173,06059089104
4226,132,53936,06059089106
8826,458,59572,06059099202
5524,165,80513,06059099212
4848,141,81948,06097151800
5342,181,85321,06097152702
2987,100,70438,06097151204
6373,139,85750,06097153401
5488,299,70136,06097152903
7147,172,54106,06097153001
8199,356,69722,06097153006
6300,317,85063,06067009317
4059,97,60777,06067008913
3224,280,46788,06067009005
2579,99,41111,06067009007
2029,124,33333,06067009110
5943,197,66525,06067009314
5953,160,101572,06067009404
2829,101,57875,06067009501
7488,371,45013,06067009606
9519,392,67321,06067009608
8108,212,84782,06067009615
2638,129,58173,06067003502
5707,314,57220,06067004201
3788,83,32650,06067004401
5725,451,37622,06067004602
3707,42,26012,06067005201
3338,193,39513,06067005508
3890,185,53142,06067005605
6428,212,105978,06067005901
4723,144,102052,06067001500
6629,100,85000,06067009312
4636,156,59034,06067009316
3123,51,43830,06067009503
6772,299,53077,06067009601
5361,90,76140,06067009612
2425,58,141719,06067005804
4566,263,41196,06067006002
3644,62,37031,06067006202
7927,412,42444,06067006702
6023,264,94632,06067001600
3358,67,117917,06067002300
3158,83,56500,06067003102
2393,100,55300,06067003501
4496,227,34024,06067003700
5272,243,63139,06059087001
7084,449,64589,06059087102
4819,98,50583,06059087106
6638,392,71532,06037541700
3731,93,79875,06037543400
4085,13,75521,06037143200
4502,167,72500,06037128400
3853,242,42150,06037294900
5352,154,103209,06037300200
3195,96,44009,06037218110
2084,54,77147,06037219500
7661,473,40140,06037226700
3474,132,31494,06037231100
2682,66,45341,06037235201
3874,63,80208,06037502402
4939,237,106125,06037503902
5375,284,42899,06037531701
8192,386,66061,06037301900
5201,134,80729,06037400603
3745,178,84906,06037403402
3715,123,67353,06037404401
5710,252,73529,06037407102
2147,76,67059,06037201110
2594,108,30373,06037209810
4318,186,46424,06037212410
5218,403,20608,06037910501
3381,95,89087,06037920106
3062,53,117260,06037401001
6567,373,42135,06037292000
8053,180,85915,06081604101
4135,125,95588,06081604200
7211,237,107722,06037620701
3069,64,179141,06037621102
3868,100,63342,06073016202
5467,111,105481,06073016609
2957,121,151000,06073017006
8548,75,186116,06073017029
7364,216,116250,06073017039
4488,154,127250,06073017040
6758,302,67698,06073017048
3713,119,96953,06073017502
2573,86,123542,06073017603
5141,159,91667,06073017701
8320,256,105331,06073018802
5554,299,48369,06073018904
5716,137,97275,06073019105
9668,574,69125,06073019207
2469,99,26759,06037213320
2414,48,96579,06037214700
3203,226,91821,06037216800
4156,47,69817,06037217200
2892,50,25357,06037221810
4331,223,53864,06037222100
6238,0,11576,06037224700
5264,266,49708,06073003004
3258,36,82955,06073003109
4456,126,72125,06073003112
4582,51,112318,06073003213
3006,99,39469,06073003601
4379,160,40250,06073003901
2505,16,50592,06073004501
2004,64,57329,06073004600
5685,162,111219,06013338203
5217,211,140000,06013345111
6315,303,56364,06071010015
6953,251,112931,06071000109
4393,223,55075,06037554302
3015,202,56641,06037554405
4766,72,68839,06037554406
4832,248,48676,06037570403
3557,127,45066,06037571703
4076,195,50438,06037571704
3676,181,54777,06037570404
3878,177,89457,06037571503
4512,90,68138,06037571504
1843,91,69038,06037573003
4577,406,41911,06037573004
6402,147,119020,06037573601
5174,52,80462,06037576001
4165,167,39023,06037576301
4077,140,42721,06037576302
3644,68,41378,06037576903
3157,117,52373,06037576904
1378,13,95929,06037577504
4087,155,43212,06037212620
1367,11,99000,06037577604
4359,64,150972,06075010300
5127,86,121523,06075011000
5951,188,136250,06075015400
4536,61,130732,06075010400
9684,255,117745,06075025500
7867,315,151429,06059075604
6381,156,109592,06059075607
7155,206,117587,06059075701
3344,143,75526,06059075811
4011,74,68523,06059075901
6159,188,87521,06059076202
6350,380,77967,06059086404
7658,184,63269,06059086405
9185,400,60163,06059086601
5411,166,87795,06059087704
6654,494,45000,06059087806
5977,133,54635,06059088107
7591,374,48047,06065042901
5095,125,50726,06065042902
6105,215,69250,06065043216
5202,296,59677,06065031002
2697,77,48819,06065041411
5185,271,79283,06065041702
5486,219,53385,06065042508
3145,132,57237,06065043703
7092,266,113152,06065041803
5324,293,42878,06065042405
7688,346,61589,06065043304
6776,269,103690,06065042003
4134,38,38906,06065042711
4760,92,52083,06065043702
8357,431,39794,06065031502
6486,183,88750,06065040902
3188,60,135335,06059021809
6535,195,125500,06059021812
4259,198,139948,06059021820
4197,310,41563,06037241001
4144,189,59116,06037241002
3015,93,48864,06037241201
5776,370,34662,06037241202
4480,80,45339,06001402800
5628,228,167891,06001404400
2471,95,62833,06001400900
1243,44,25885,06001402600
3877,152,201744,06001404200
3880,113,62778,06001405500
3269,103,59875,06001405600
6864,295,81911,06097153002
4804,67,76341,06097152701
4667,270,52254,06029000904
2721,175,65938,06029000905
7114,528,21641,06029001300
3477,167,33750,06029002600
5373,286,43464,06029002817
3262,89,177383,06037194300
4148,91,27188,06037209403
2797,123,33168,06037209520
7637,304,86314,06037553200
4066,185,66159,06037553502
5848,177,49413,06037554403
4206,208,56335,06037554404
5949,155,81793,06037554521
4119,320,101500,06037570003
3192,91,79750,06037570100
5094,259,51404,06037570304
5610,137,49506,06037570601
6177,328,61978,06037570602
6532,214,129531,06059052511
4576,202,94375,06111008202
6021,171,62297,06111000400
8465,515,78434,06111000800
7179,235,60041,06111004000
5112,383,52143,06111004503
4099,58,102868,06111005100
2570,21,98565,06111005202
9578,148,106164,06111005303
5721,179,37321,06071006301
2778,123,37368,06071006401
7008,249,75820,06071008001
3010,137,37500,06071008404
1954,69,37917,06071008901
1037,7,34766,06071009300
6713,151,70266,06071010021
1660,45,36360,06071011700
3913,147,74618,06071007104
3168,158,67364,06071007105
7491,697,23039,06029000600
6084,262,77578,06071000808
2863,138,40670,06071001400
6624,321,64676,06071002204
6223,122,61835,06071000304
8540,269,121875,06071008500
7585,347,38167,06071008002
4337,257,69508,06107001902
5765,335,30886,06107002202
4717,215,58618,06107002903
3021,162,37063,06107003801
6068,147,93482,06037703100
2278,161,25074,06037910403
4806,0,39972,06037207302
2193,58,60625,06037207501
2888,28,18594,06037207502
2148,61,50093,06037208301
5269,101,38365,06037208302
6326,376,69103,06067008119
5104,185,85710,06067008125
5252,196,62193,06067008134
9349,411,52527,06067006701
4835,176,66908,06067007207
7438,738,33996,06067007413
4223,85,54422,06067007416
5549,190,52770,06067007503
4461,129,89884,06067007702
6321,126,72461,06067008111
2429,104,70417,06067008117
3730,62,61382,06067008130
2874,86,42043,06067008133
6798,458,62880,06073018906
2175,100,80898,06073019002
6273,290,52108,06073019205
7093,158,62779,06073020019
6221,556,83936,06073020305
5122,156,52244,06073020707
2720,80,101154,06073020807
7998,181,45288,06073021100
9456,256,135083,06073021303
3496,33,161625,06073008303
3191,28,164583,06073008306
5725,349,140910,06073008310
7256,356,102838,06073008329
9762,420,89492,06073008340
8348,182,64324,06073008341
6979,210,100701,06073008350
7467,191,100570,06073008358
7378,207,53958,06073008600
4979,144,70788,06073009000
3660,69,53272,06073009102
3425,83,102882,06059099311
4903,119,64077,06059099410
4449,0,36884,06059099510
7897,242,59375,06059099702
5472,104,35530,06059099802
6189,245,93313,06059110111
2110,45,109444,06059110113
6740,571,103533,06059110605
4318,223,113877,06059052416
20544,841,131184,06059052426
4089,68,156875,06059062632
3478,60,92078,06059042206
4222,153,131895,06059052522
1835,59,160694,06059063009
4810,373,71655,06065040102
6311,376,49957,06065031602
2972,121,81941,06065040404
6404,342,94900,06065040405
14774,1162,111744,06065040609
8054,305,136281,06065040611
11946,333,131875,06065040613
12853,596,103421,06065040607
10810,877,138651,06065040615
8333,293,124091,06065040616
4059,163,90530,06065040812
6377,71,107616,06065040813
5152,281,62639,06065040814
3960,168,84291,06065040815
2446,56,93250,06065040816
5973,137,74037,06065040821
6247,319,33709,06065041101
4689,150,61176,06065041102
3902,153,64063,06065041301
4786,275,58144,06065041302
7685,288,94599,06065041910
13750,694,119211,06065041911
6367,45,95076,06075017802
5095,99,51732,06059099223
5806,282,82143,06059099227
4717,194,100338,06059099230
3528,104,81099,06059099244
5536,232,92973,06059099416
919,14,85000,06059099506
4039,203,36922,06065044701
1738,79,33013,06065044702
5192,139,57401,06065044904
7605,366,57852,06071009108
18069,1319,71828,06071009110
9555,470,63635,06071009112
10227,499,54573,06071009114
6700,454,27188,06071009116
8697,374,36818,06071009117
21531,942,83573,06071009118
6128,258,75804,06071009119
3984,140,64841,06071009201
1858,6,46974,06071009202
13319,1005,37726,06071009904
7795,853,47191,06071009905
3119,124,34327,06037106407
3667,251,60199,06037106408
3650,132,113940,06037106645
3161,91,110734,06037106646
4546,213,68426,06037106648
2661,166,87039,06037106649
5460,201,129688,06037108201
7487,267,97188,06037108202
4297,148,56970,06037109603
3195,96,92500,06037109604
3869,59,77351,06037111205
4379,77,114275,06037111206
3719,35,106000,06037113101
3021,77,163021,06037113102
1824,42,89792,06037113235
4194,112,82024,06037113237
3381,0,43958,06037115103
4377,124,54861,06037115104
5191,235,61335,06037117201
3583,84,54407,06037115403
2800,73,66136,06037115404
5224,107,90750,06037117101
10714,327,65393,06059087300
6222,179,65729,06059087703
4675,177,43125,06023001200
3309,117,50896,06023011200
7741,238,66231,06023010700
4304,114,44095,06023000400
6308,197,49524,06023010502
7040,163,85341,06057000102
7787,132,87278,06057000103
4959,211,47850,06057000502
7334,180,75250,06057000701
3936,153,73144,06057000702
3754,94,56500,06057000900
2668,19,80238,06057000200
2666,62,82125,06057000300
6943,206,35654,06057000600
5783,99,64517,06057000401
5515,102,46571,06057000501
3149,75,47083,06057000104
3143,100,79063,06057000105
5606,124,52500,06057000402
5450,86,86820,06057000801
6854,105,51992,06057000802
1039,26,63750,06003010000
4060,199,65938,06039000102
4503,104,61445,06039000104
5232,199,74167,06039001000
1279,121,59236,06039000400
6374,257,79476,06039000509
7844,428,44179,06039000300
8502,289,52802,06109005100
5185,119,52965,06077001000
5515,144,74571,06077001200
4677,159,42297,06077001400
8241,426,57712,06087110600
4944,170,114375,06037554522
4173,90,76350,06037554600
4764,234,87162,06037570001
3614,146,93580,06037572202
5357,118,65625,06037572600
4086,145,43825,06037573002
7971,317,76928,06067009502
3418,149,134167,06067000300
3461,77,55341,06067000500
1703,0,69750,06067000800
5178,150,73520,06073000800
3328,48,32191,06073002201
6715,340,80855,06073009802
4936,183,144531,06073017033
5982,99,87667,06073017304
2812,156,92083,06073018608
3275,120,134318,06073017010
3727,106,91667,06073021202
7692,363,75567,06073019302
10191,358,115278,06073020103
5677,217,120708,06073020801
3214,39,40318,06073002801
3327,85,102057,06013378000
8866,332,96694,06013313103
7945,291,85076,06013334004
7408,100,83444,06013363000
3546,137,61058,06013309000
6245,278,51250,06013376000
2754,131,57092,06027000100
5466,206,53988,06027000400
2284,68,53382,06027000500
2541,69,96036,06027000300
1878,48,86875,06027000200
3209,109,55184,06035040600
4056,177,69728,06035040302
9280,13,56964,06035040400
2587,85,46884,06035040200
1445,58,43207,06035040100
3240,62,92888,06035040500
3951,111,74118,06111004717
7229,192,95731,06111004901
5072,184,57469,06111004902
7261,285,58603,06111005003
4739,188,57132,06037571502
2309,160,19425,06037571600
6379,302,54617,06037573202
2031,8,125000,06037573902
5239,81,68679,06073000300
5140,397,38921,06037576403
2986,117,36742,06037576501
4658,170,54162,06037576502
4469,63,57679,06037576503
5357,219,31406,06037576901
5431,89,86035,06037577300
7410,366,35000,06037600100
5314,112,92813,06075025600
2224,69,93750,06075025800
5986,197,77534,06075026001
5126,170,141912,06075045100
7286,33,115292,06075045200
7455,207,99283,06075026100
3739,119,60104,06075023300
4454,188,138811,06075025300
3775,133,141806,06075025401
5083,65,71182,06075026301
5255,132,88339,06075026302
4822,152,94286,06075026303
3230,67,151696,06075030500
6437,161,141843,06075031100
3318,264,37670,06067004701
4946,323,38554,06067004702
2680,40,40114,06067003203
7166,528,151386,06085509105
5524,216,129338,06085509201
3616,73,223068,06085510002
4541,123,210491,06085510500
5494,181,137311,06085510900
3384,117,104107,06019005504
4233,222,35969,06037228210
4040,142,32258,06037231210
4934,298,36528,06037231720
5436,223,36765,06037231800
6006,177,58576,06037232300
4401,151,87246,06037235100
4410,339,36029,06037237710
5163,173,48034,06037238100
5223,218,38266,06037240020
3356,265,47090,06037241110
5088,260,86649,06037920030
4722,187,105263,06037910805
2070,89,147639,06037910809
2007,68,45208,06037535606
5748,200,32083,06037534202
6319,289,59333,06037534900
4621,337,56250,06037535102
5237,247,52500,06037535701
3701,217,49773,06037536000
3155,131,58594,06037536102
7281,206,59449,06037536200
4782,123,117167,06097150500
7069,135,82026,06097151502
5645,229,34773,06103000600
7724,600,28362,06103000700
5346,191,94939,06001427300
5200,184,70650,06001427600
5052,158,100815,06001427900
7424,350,181000,06001428302
3454,51,107396,06001428600
5282,194,79284,06001430800
6094,159,56750,06001433600
3485,94,86210,06001437400
5144,252,72917,06001438201
5288,30,96705,06055201700
2860,35,129290,06055200703
6228,143,99036,06055200802
3528,211,79013,06055200201
1737,36,66600,06055201800
1413,24,103333,06055201900
4962,174,76115,06001423000
4839,177,115208,06001428100
4568,172,80839,06001428400
6878,262,131071,06001430200
4078,130,80882,06001432200
7003,195,71250,06001432400
8179,228,75344,06001433800
5334,236,48611,06001434000
6189,99,124094,06001435102
3983,58,61179,06001435500
3952,160,97399,06001438000
4748,70,77979,06001440307
2906,79,53615,06037553503
5363,198,61250,06037553504
1396,8,82216,06037554103
2414,73,67159,06037554104
4478,192,46121,06037554105
3730,91,46053,06037554203
4313,194,39878,06037554204
3499,156,63375,06037554301
5704,198,67719,06019003810
3324,84,68909,06019004213
4570,69,79620,06019004214
3566,149,75000,06019004408
3232,81,61202,06019004409
4811,232,38114,06019004801
6201,207,97163,06071008403
14184,839,95735,06071008706
6657,174,53611,06071009709
8039,110,92614,06041104101
5889,89,159963,06041124100
6764,374,77798,06061021003
2363,66,100786,06061021106
3080,75,60398,06061021108
4502,59,193500,06061020606
5885,194,63355,06061021501
4965,138,91948,06061021801
3350,67,72542,06061021901
2538,115,72264,06061021401
3668,92,91434,06061021502
6318,76,61563,06061021802
1056,0,64792,06061020105
6903,343,79802,06061020200
7675,166,133674,06061020601
4935,150,70625,06073009301
3873,126,94545,06073009507
5544,144,66113,06073009603
5286,165,104817,06073009804
6978,511,46788,06073010009
5059,163,104559,06037265520
3811,122,111985,06037143700
3956,188,98250,06037181500
3445,133,46477,06037183820
3939,88,74760,06037189600
5606,349,59671,06037503000
3374,157,98929,06037503301
4052,51,83843,06037197300
3914,96,75571,06037197500
2166,51,74038,06037197600
3155,95,67257,06037199202
4341,208,91250,06037201302
5203,279,70667,06037408133
3882,94,92250,06037408135
6381,491,60429,06037408211
4183,95,91750,06037408303
3268,71,73393,06037408623
4214,269,87632,06037408625
3311,138,58281,06037408704
4684,20,67425,06037430102
5846,207,92500,06037430701
6000,125,108106,06037431700
5779,328,52882,06037432700
3284,148,53205,06037433902
4410,232,52436,06037434001
4845,166,110714,06037460301
3176,143,70357,06073014902
3617,111,53226,06037603301
4048,136,52722,06037603302
4777,105,81304,06037603702
3355,158,97396,06037620102
3958,313,123050,06037620521
5040,136,129417,06037620602
2529,135,107500,06037650701
6204,211,124844,06037651302
3939,217,75662,06037670002
2637,115,192188,06037670202
5738,92,142159,06037800101
3176,28,164423,06075020401
4564,89,118625,06075020402
3367,143,192231,06075022704
5088,113,89375,06075025701
4401,117,75385,06075025702
6690,171,82222,06075031201
3394,178,93438,06075031202
4241,15,108454,06075031301
3357,257,26987,06077002000
4100,68,66250,06077003106
4599,326,59594,06077003108
3669,39,73628,06077003203
3838,231,45714,06077003311
3154,86,38710,06077003700
2902,218,63287,06077004701
6635,126,89344,06077005122
4139,122,90422,06077003209
2292,42,35479,06077001600
4681,250,31066,06077001900
3705,77,34868,06037221110
2700,44,136544,06085510803
7992,232,184028,06085511500
4073,196,66667,06085503703
2955,57,94740,06085503708
6772,401,82726,06085504002
2673,73,109563,06085502601
3936,126,146389,06085502907
4631,230,105655,06085503208
8637,223,107500,06085503315
4279,186,135662,06085505800
11441,726,166174,06085505006
6726,208,88333,06085505700
5090,208,124750,06085506103
7389,443,156169,06085506202
5443,189,90333,06085506301
6778,204,138750,06085506302
5262,84,108787,06085506304
7213,332,80529,06085503304
4542,216,104000,06085502906
4123,224,188674,06085503001
8222,369,111618,06085503108
4027,113,115893,06085503312
5286,252,63267,06085503402
2861,104,69500,06037117102
3836,334,33480,06037117407
3073,272,36250,06037117408
2633,167,100326,06037117202
4435,89,85758,06037119001
